Replay trajectory ( ref_x, ref_y, ref_z, ref_r, ref_p, ref_w, ref_x_dot, ref_y_dot, ref_z_dot, ref_r_dot, ref_p_dot, ref_w_dot, act_x, act_y, act_z, act_r, act_p, act_w, act_x_dot, act_y_dot, act_z_dot, act_r_dot, act_p_dot, act_w_dot )
0.0000000000,0.0000000000,0.0011840000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0149882763,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0001404110,0.0000000000,-0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0013879907,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0149894003,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0001124028,0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0016079259,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0149903004,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000900052,-0.0000000000,-0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0018437500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0149910213,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000720958,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0020954074,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0149915991,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000577765,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0023628426,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0149920624,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000463292,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0026460000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0149924342,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000371793,-0.0000000000,-0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0029448241,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0149927328,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000298672,0.0000000000,-0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0032592593,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0149929731,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000240251,0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0035892500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149931667,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000193590,-0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0039347407,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149933230,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000156336,-0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0042956759,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149934496,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000126608,-0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0046720000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149935525,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000102899,-0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0050636574,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149936365,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000084005,-0.0000000000,-0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0054705926,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149937055,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000068963,-0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0058927500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149937625,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000057003,-0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0063300741,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149938100,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000047507,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0067825093,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149938500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000039983,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0072500000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149938840,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000034037,0.0000000000,-0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0077324907,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149939134,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000029352,-0.0000000000,0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0082299259,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149939390,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000025676,-0.0000000000,0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0087422500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149939619,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000022808,-0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0092694074,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149939824,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000020585,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0098113426,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149940013,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000018880,-0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0103680000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149940189,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000017587,-0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0109393241,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149940355,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000016625,0.0000000000,0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0115252593,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149940515,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000015928,0.0000000000,-0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0121257500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149940669,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000015442,0.0000000000,0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0127407407,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149940820,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000015125,-0.0000000000,-0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0133701759,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149940970,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000014944,0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0140140000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149941118,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000014871,-0.0000000000,-0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0146721574,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149941267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000014885,0.0000000000,-0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0153445926,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149941417,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000014968,-0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0160312500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149941568,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000015106,0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0167320741,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149941721,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000015289,-0.0000000000,0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0174470093,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149941876,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000015507,-0.0000000000,0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0181760000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149942034,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000015754,-0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0189189907,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149942194,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000016023,0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0196759259,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149942357,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000016310,0.0000000000,-0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0204467500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149942523,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000016612,-0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0212314074,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149942692,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000016926,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0220298426,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149942865,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000017249,-0.0000000000,0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0228420000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149943041,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000017579,0.0000000000,-0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0236678241,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149943220,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000017915,0.0000000000,0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0245072593,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149943402,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000018256,-0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0253602500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149943588,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000018601,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0262267407,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149943778,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000018949,0.0000000000,-0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0271066759,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149943971,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000019299,-0.0000000000,-0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0280000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149944167,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000019651,-0.0000000000,0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0289066574,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149944367,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000020005,-0.0000000000,-0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0298265926,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149944571,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000020360,-0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0307597500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149944778,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000020716,0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0317060741,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149944989,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000021073,-0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0326655093,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149945203,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000021430,0.0000000000,-0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0336380000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149945421,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000021788,-0.0000000000,0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0346234907,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149945642,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000022147,0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0356219259,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149945867,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000022505,-0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0366332500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149946096,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000022864,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0376574074,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149946328,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000023223,0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0386943426,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149946564,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000023583,-0.0000000000,0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0397440000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149946804,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000023942,-0.0000000000,-0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0408063241,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149947047,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000024302,0.0000000000,0.0000000000,-0.0000000000
0.0000000000,0.0000000000,0.0418812593,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149947293,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000024661,0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0429687500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149947543,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000025021,-0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0440687407,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149947797,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000025381,-0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0451811759,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149948055,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000025741,-0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0463060000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149948316,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000026101,-0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0474431574,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0149948580,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000026460,0.0000000000,0.0000000000,0.0000000000
