Optimal control state trajectory ( x, y, z, r, p, w, x_dot, y_dot, z_dot, r_dot, p_dot, w_dot )
55.3,37.35675885,1,0,0,-0.084108923,30.4,-2.562957835,0,0,0,-1.690245213
56.8,37.09201882,1,0,0,-0.174694275,30,-5.294800556,0,0,0,-1.811707039
58.28,36.68249849,1,0,0,-0.269948718,29.6,-8.190406635,0,0,0,-1.905088862
59.71,36.13178926,1,0,0,-0.36760581,28.6,-11.01418446,0,0,0,-1.953141834
61.08,35.44496346,1,0,0,-0.464713205,27.4,-13.73651613,0,0,0,-1.942147902
62.38,34.63183794,1,0,0,-0.558945249,26,-16.26251036,0,0,0,-1.884640876
63.61,33.69948593,1,0,0,-0.648607678,24.6,-18.64704013,0,0,0,-1.79324859
64.74,32.68477364,1,0,0,-0.731695458,22.6,-20.29424593,0,0,0,-1.661755592
65.8,31.57620052,1,0,0,-0.807793072,21.2,-22.17146234,0,0,0,-1.521952277
66.78,30.3968476,1,0,0,-0.877457884,19.6,-23.58705833,0,0,0,-1.39329625
67.68,29.16326724,1,0,0,-0.940490268,18,-24.67160732,0,0,0,-1.260647668
68.51,27.8776483,1,0,0,-0.997518051,16.6,-25.71237879,0,0,0,-1.140555665
69.27,26.5551801,1,0,0,-1.04920031,15.2,-26.44936402,0,0,0,-1.033645174
69.97,25.19263952,1,0,0,-1.096212353,14,-27.25081142,0,0,0,-0.940240873
70.61,23.80306098,1,0,0,-1.139186162,12.8,-27.79157095,0,0,0,-0.859476174
71.19,22.40160063,1,0,0,-1.178404172,11.6,-28.02920699,0,0,0,-0.784360207
71.73,20.94946336,1,0,0,-1.214776389,10.8,-29.0427454,0,0,0,-0.727444336
72.22,19.48058638,1,0,0,-1.248816426,9.8,-29.37753953,0,0,0,-0.680800741
72.66,18.00833209,1,0,0,-1.280384433,8.8,-29.4450858,0,0,0,-0.631360136
73.05,16.549332,1,0,0,-1.309596809,7.8,-29.18000191,0,0,0,-0.584247524
73.4,15.08036101,1,0,0,-1.336895314,7,-29.37941968,0,0,0,-0.545970088
73.71,13.61225543,1,0,0,-1.362696762,6.2,-29.36211173,0,0,0,-0.516028975
73.99,12.10182897,1,0,0,-1.387498989,5.6,-30.20852914,0,0,0,-0.496044534
74.23,10.60941968,1,0,0,-1.411347685,4.8,-29.84818579,0,0,0,-0.476973911
74.44,9.079721841,1,0,0,-1.434367112,4.2,-30.59395677,0,0,0,-0.460388544
74.61,7.598859096,1,0,0,-1.456498722,3.4,-29.61725488,0,0,0,-0.442632207
74.75,6.098223728,1,0,0,-1.477771774,2.8,-30.01270736,0,0,0,-0.425461041
74.86,4.571886512,1,0,0,-1.498852754,2.2,-30.52674432,0,0,0,-0.4216196
74.937,3.070857915,1,0,0,-1.519543096,1.54,-30.02057194,0,0,0,-0.413806843
74.984,1.548780236,1,0,0,-1.539927291,0.94,-30.44155358,0,0,0,-0.407683893
75,0,1,0,0,-1.560465984,0.32,-30.97560471,0,0,0,-0.410773858
74.984,-1.548780236,1,0,0,-1.58112667,-0.32,-30.97560471,0,0,0,-0.413213714
74.937,-3.070857915,1,0,0,-1.601665363,-0.94,-30.44155358,0,0,0,-0.410773858
74.86,-4.571886512,1,0,0,-1.622049557,-1.54,-30.02057194,0,0,0,-0.407683893
74.75,-6.098223728,1,0,0,-1.642739899,-2.2,-30.52674432,0,0,0,-0.413806843
74.61,-7.598859096,1,0,0,-1.663820879,-2.8,-30.01270736,0,0,0,-0.4216196
74.44,-9.079721841,1,0,0,-1.685093931,-3.4,-29.61725488,0,0,0,-0.425461041
74.23,-10.60941968,1,0,0,-1.707225542,-4.2,-30.59395677,0,0,0,-0.442632207
73.99,-12.10182897,1,0,0,-1.730244969,-4.8,-29.84818579,0,0,0,-0.460388544
73.71,-13.61225543,1,0,0,-1.754093665,-5.6,-30.20852914,0,0,0,-0.476973911
73.4,-15.08036101,1,0,0,-1.778895891,-6.2,-29.36211173,0,0,0,-0.496044534
73.05,-16.549332,1,0,0,-1.80469734,-7,-29.37941968,0,0,0,-0.516028975
72.66,-18.00833209,1,0,0,-1.831995844,-7.8,-29.18000191,0,0,0,-0.545970088
72.22,-19.48058638,1,0,0,-1.861208221,-8.8,-29.4450858,0,0,0,-0.584247524
71.73,-20.94946336,1,0,0,-1.892776227,-9.8,-29.37753953,0,0,0,-0.631360136
71.19,-22.40160063,1,0,0,-1.926816264,-10.8,-29.0427454,0,0,0,-0.680800741
70.61,-23.80306098,1,0,0,-1.963188481,-11.6,-28.02920699,0,0,0,-0.727444336
69.97,-25.19263952,1,0,0,-2.002406492,-12.8,-27.79157095,0,0,0,-0.784360207
69.27,-26.5551801,1,0,0,-2.0453803,-14,-27.25081142,0,0,0,-0.859476174
68.51,-27.8776483,1,0,0,-2.092392344,-15.2,-26.44936402,0,0,0,-0.940240873
67.68,-29.16326724,1,0,0,-2.144074603,-16.6,-25.71237879,0,0,0,-1.033645174
66.78,-30.3968476,1,0,0,-2.201102386,-18,-24.67160732,0,0,0,-1.140555665
65.8,-31.57620052,1,0,0,-2.264134769,-19.6,-23.58705833,0,0,0,-1.260647668
64.74,-32.68477364,1,0,0,-2.333799582,-21.2,-22.17146234,0,0,0,-1.39329625
63.61,-33.69948593,1,0,0,-2.409897196,-22.6,-20.29424593,0,0,0,-1.521952277
62.38,-34.63183794,1,0,0,-2.492984975,-24.6,-18.64704013,0,0,0,-1.661755592
61.08,-35.44496346,1,0,0,-2.582647405,-26,-16.26251036,0,0,0,-1.79324859
59.71,-36.13178926,1,0,0,-2.676879449,-27.4,-13.73651613,0,0,0,-1.884640876
58.28,-36.68249849,1,0,0,-2.773986844,-28.6,-11.01418446,0,0,0,-1.942147902
56.8,-37.09201882,1,0,0,-2.871643935,-29.6,-8.190406635,0,0,0,-1.953141834
55.3,-37.35675885,1,0,0,-2.966898379,-30,-5.294800556,0,0,0,-1.905088862
53.78,-37.48490674,1,0,0,-3.05748373,-30.4,-2.562957835,0,0,0,-1.811707039
52.26,-37.48429366,1,0,0,3.141189316,-30.4,0.012261462,0,0,0,123.9734609
50.74,-37.3655454,1,0,0,3.063627156,-30.4,2.37496525,0,0,0,-1.551243202
49.23,-37.13975412,1,0,0,2.993161763,-30.2,4.515825537,0,0,0,-1.409307867
47.74,-36.81943641,1,0,0,2.929837202,-29.8,6.406354351,0,0,0,-1.266491202
46.27,-36.41520322,1,0,0,2.873237073,-29.4,8.084663826,0,0,0,-1.132002585
44.82,-35.93642445,1,0,0,2.822671733,-29,9.575575269,0,0,0,-1.011306815
43.4,-35.39548427,1,0,0,2.777621201,-28.4,10.81880359,0,0,0,-0.901010638
41.99,-34.7921882,1,0,0,2.737293981,-28.2,12.06592142,0,0,0,-0.806544393
40.61,-34.1417293,1,0,0,2.701129028,-27.6,13.00917807,0,0,0,-0.723299053
39.25,-33.44602616,1,0,0,2.66875063,-27.2,13.91406274,0,0,0,-0.647567958
37.91,-32.71049689,1,0,0,2.639592491,-26.8,14.71058533,0,0,0,-0.583162782
36.59,-31.94007551,1,0,0,2.613280053,-26.4,15.40842777,0,0,0,-0.526248757
35.29,-31.13926854,1,0,0,2.58948756,-26,16.01613922,0,0,0,-0.475849867
34.01,-30.31220278,1,0,0,2.567932133,-25.6,16.54131538,0,0,0,-0.431108544
32.74,-29.45578788,1,0,0,2.548294862,-25.4,17.12829797,0,0,0,-0.392745414
31.49,-28.5798768,1,0,0,2.53037769,-25,17.51822145,0,0,0,-0.358343438
30.26,-27.68772884,1,0,0,2.514072417,-24.6,17.84295933,0,0,0,-0.326105466
29.04,-26.77475653,1,0,0,2.499156102,-24.4,18.25944612,0,0,0,-0.298326299
27.83,-25.84311136,1,0,0,2.485442382,-24.2,18.63290348,0,0,0,-0.274274408
26.63,-24.89481536,1,0,0,2.472827225,-24,18.96591998,0,0,0,-0.252303126
25.44,-23.93177133,1,0,0,2.461218313,-23.8,19.2608806,0,0,0,-0.232178251
24.26,-22.95577186,1,0,0,2.450533559,-23.6,19.51998934,0,0,0,-0.213695081
23.09,-21.96850742,1,0,0,2.440699834,-23.4,19.74528878,0,0,0,-0.196674497
21.93,-20.97157358,1,0,0,2.431651857,-23.2,19.93867691,0,0,0,-0.180959544
20.78,-19.96647749,1,0,0,2.423331234,-23,20.10192182,0,0,0,-0.166412461
19.64,-18.95464376,1,0,0,2.415685628,-22.8,20.23667451,0,0,0,-0.152912109
18.51,-17.93741976,1,0,0,2.40866804,-22.6,20.34448012,0,0,0,-0.140351758
17.38,-16.90690509,1,0,0,2.40220904,-22.6,20.61029333,0,0,0,-0.129180012
16.26,-15.87327284,1,0,0,2.396276306,-22.4,20.67264503,0,0,0,-0.118654666
15.14,-14.82831301,1,0,0,2.390841849,-22.4,20.89919659,0,0,0,-0.108689138
14.03,-13.78233151,1,0,0,2.385879204,-22.2,20.91963,0,0,0,-0.0992529
12.92,-12.72685055,1,0,0,2.381365583,-22.2,21.10961926,0,0,0,-0.090272427
11.82,-11.67228585,1,0,0,2.377279292,-22,21.09129392,0,0,0,-0.081725813
10.72,-10.60993045,1,0,0,2.373601806,-22,21.2471079,0,0,0,-0.073549735
9.63,-9.550287301,1,0,0,2.370315359,-21.8,21.19286306,0,0,0,-0.06572893
8.54,-8.484456185,1,0,0,2.367404956,-21.8,21.31662233,0,0,0,-0.058208063
7.45,-7.413153895,1,0,0,2.364845406,-21.8,21.4260458,0,0,0,-0.051191007
6.36,-6.337091234,1,0,0,2.362628813,-21.8,21.52125321,0,0,0,-0.044331848
5.28,-5.266899485,1,0,0,2.360756029,-21.6,21.40383497,0,0,0,-0.037455684
4.22,-4.213314576,1,0,0,2.359229651,-21.2,21.07169819,0,0,0,-0.030527557
3.2,-3.197085962,1,0,0,2.358046631,-20.4,20.32457227,0,0,0,-0.023660405
2.14,-2.139128681,1,0,0,2.357158966,-21.2,21.15914562,0,0,0,-0.017753303
1.08,-1.07988802,1,0,0,2.356552797,-21.2,21.18481322,0,0,0,-0.012123372
0,0,1,0,0,2.356246336,-21.6,21.5977604,0,0,0,-0.006129233
-1.08,1.07988802,1,0,0,2.356246336,-21.6,21.5977604,0,0,0,0
-2.14,2.139128681,1,0,0,2.356552797,-21.2,21.18481322,0,0,0,0.006129233
-3.2,3.197085962,1,0,0,2.357158966,-21.2,21.15914562,0,0,0,0.012123372
-4.22,4.213314576,1,0,0,2.358046631,-20.4,20.32457227,0,0,0,0.017753303
-5.28,5.266899485,1,0,0,2.359229651,-21.2,21.07169819,0,0,0,0.023660405
-6.36,6.337091234,1,0,0,2.360756029,-21.6,21.40383497,0,0,0,0.030527557
-7.45,7.413153895,1,0,0,2.362628813,-21.8,21.52125321,0,0,0,0.037455684
-8.54,8.484456185,1,0,0,2.364845406,-21.8,21.4260458,0,0,0,0.044331848
-9.63,9.550287301,1,0,0,2.367404956,-21.8,21.31662233,0,0,0,0.051191007
-10.72,10.60993045,1,0,0,2.370315359,-21.8,21.19286306,0,0,0,0.058208063
-11.82,11.67228585,1,0,0,2.373601806,-22,21.2471079,0,0,0,0.06572893
-12.92,12.72685055,1,0,0,2.377279292,-22,21.09129392,0,0,0,0.073549735
-14.03,13.78233151,1,0,0,2.381365583,-22.2,21.10961926,0,0,0,0.081725813
-15.14,14.82831301,1,0,0,2.385879204,-22.2,20.91963,0,0,0,0.090272427
-16.26,15.87327284,1,0,0,2.390841849,-22.4,20.89919659,0,0,0,0.0992529
-17.38,16.90690509,1,0,0,2.396276306,-22.4,20.67264503,0,0,0,0.108689138
-18.51,17.93741976,1,0,0,2.40220904,-22.6,20.61029333,0,0,0,0.118654666
-19.64,18.95464376,1,0,0,2.40866804,-22.6,20.34448012,0,0,0,0.129180012
-20.78,19.96647749,1,0,0,2.415685628,-22.8,20.23667451,0,0,0,0.140351758
-21.93,20.97157358,1,0,0,2.423331234,-23,20.10192182,0,0,0,0.152912109
-23.09,21.96850742,1,0,0,2.431651857,-23.2,19.93867691,0,0,0,0.166412461
-24.26,22.95577186,1,0,0,2.440699834,-23.4,19.74528878,0,0,0,0.180959544
-25.44,23.93177133,1,0,0,2.450533559,-23.6,19.51998934,0,0,0,0.196674497
-26.63,24.89481536,1,0,0,2.461218313,-23.8,19.2608806,0,0,0,0.213695081
-27.83,25.84311136,1,0,0,2.472827225,-24,18.96591998,0,0,0,0.232178251
-29.04,26.77475653,1,0,0,2.485442382,-24.2,18.63290348,0,0,0,0.252303126
-30.26,27.68772884,1,0,0,2.499156102,-24.4,18.25944612,0,0,0,0.274274408
-31.49,28.5798768,1,0,0,2.514072417,-24.6,17.84295933,0,0,0,0.298326299
-32.74,29.45578788,1,0,0,2.53037769,-25,17.51822145,0,0,0,0.326105466
-34.01,30.31220278,1,0,0,2.548294862,-25.4,17.12829797,0,0,0,0.358343438
-35.29,31.13926854,1,0,0,2.567932133,-25.6,16.54131538,0,0,0,0.392745414
-36.59,31.94007551,1,0,0,2.58948756,-26,16.01613922,0,0,0,0.431108544
-37.91,32.71049689,1,0,0,2.613280053,-26.4,15.40842777,0,0,0,0.475849867
-39.25,33.44602616,1,0,0,2.639592491,-26.8,14.71058533,0,0,0,0.526248757
-40.61,34.1417293,1,0,0,2.66875063,-27.2,13.91406274,0,0,0,0.583162782
-41.99,34.7921882,1,0,0,2.701129028,-27.6,13.00917807,0,0,0,0.647567958
-43.4,35.39548427,1,0,0,2.737293981,-28.2,12.06592142,0,0,0,0.723299053
-44.82,35.93642445,1,0,0,2.777621201,-28.4,10.81880359,0,0,0,0.806544393
-46.27,36.41520322,1,0,0,2.822671733,-29,9.575575269,0,0,0,0.901010638
-47.74,36.81943641,1,0,0,2.873237073,-29.4,8.084663826,0,0,0,1.011306815
-49.23,37.13975412,1,0,0,2.929837202,-29.8,6.406354351,0,0,0,1.132002585
-50.74,37.3655454,1,0,0,2.993161763,-30.2,4.515825537,0,0,0,1.266491202
-52.26,37.48429366,1,0,0,3.063627156,-30.4,2.37496525,0,0,0,1.409307867
-53.78,37.48490674,1,0,0,3.141189316,-30.4,0.012261462,0,0,0,1.551243202
-55.3,37.35675885,1,0,0,-3.05748373,-30.4,-2.562957835,0,0,0,-123.9734609
-56.8,37.09201882,1,0,0,-2.966898379,-30,-5.294800556,0,0,0,1.811707039
-58.28,36.68249849,1,0,0,-2.871643935,-29.6,-8.190406635,0,0,0,1.905088862
-59.71,36.13178926,1,0,0,-2.773986844,-28.6,-11.01418446,0,0,0,1.953141834
-61.08,35.44496346,1,0,0,-2.676879449,-27.4,-13.73651613,0,0,0,1.942147902
-62.38,34.63183794,1,0,0,-2.582647405,-26,-16.26251036,0,0,0,1.884640876
-63.61,33.69948593,1,0,0,-2.492984975,-24.6,-18.64704013,0,0,0,1.79324859
-64.74,32.68477364,1,0,0,-2.409897196,-22.6,-20.29424593,0,0,0,1.661755592
-65.8,31.57620052,1,0,0,-2.333799582,-21.2,-22.17146234,0,0,0,1.521952277
-66.78,30.3968476,1,0,0,-2.264134769,-19.6,-23.58705833,0,0,0,1.39329625
-67.68,29.16326724,1,0,0,-2.201102386,-18,-24.67160732,0,0,0,1.260647668
-68.51,27.8776483,1,0,0,-2.144074603,-16.6,-25.71237879,0,0,0,1.140555665
-69.27,26.5551801,1,0,0,-2.092392344,-15.2,-26.44936402,0,0,0,1.033645174
-69.97,25.19263952,1,0,0,-2.0453803,-14,-27.25081142,0,0,0,0.940240873
-70.61,23.80306098,1,0,0,-2.002406492,-12.8,-27.79157095,0,0,0,0.859476174
-71.19,22.40160063,1,0,0,-1.963188481,-11.6,-28.02920699,0,0,0,0.784360207
-71.73,20.94946336,1,0,0,-1.926816264,-10.8,-29.0427454,0,0,0,0.727444336
-72.22,19.48058638,1,0,0,-1.892776227,-9.8,-29.37753953,0,0,0,0.680800741
-72.66,18.00833209,1,0,0,-1.861208221,-8.8,-29.4450858,0,0,0,0.631360136
-73.05,16.549332,1,0,0,-1.831995844,-7.8,-29.18000191,0,0,0,0.584247524
-73.4,15.08036101,1,0,0,-1.80469734,-7,-29.37941968,0,0,0,0.545970088
-73.71,13.61225543,1,0,0,-1.778895891,-6.2,-29.36211173,0,0,0,0.516028975
-73.99,12.10182897,1,0,0,-1.754093665,-5.6,-30.20852914,0,0,0,0.496044534
-74.23,10.60941968,1,0,0,-1.730244969,-4.8,-29.84818579,0,0,0,0.476973911
-74.44,9.079721841,1,0,0,-1.707225542,-4.2,-30.59395677,0,0,0,0.460388544
-74.61,7.598859096,1,0,0,-1.685093931,-3.4,-29.61725488,0,0,0,0.442632207
-74.75,6.098223728,1,0,0,-1.663820879,-2.8,-30.01270736,0,0,0,0.425461041
-74.86,4.571886512,1,0,0,-1.642739899,-2.2,-30.52674432,0,0,0,0.4216196
-74.937,3.070857915,1,0,0,-1.622049557,-1.54,-30.02057194,0,0,0,0.413806843
-74.984,1.548780236,1,0,0,-1.601665363,-0.94,-30.44155358,0,0,0,0.407683893
-75,0,1,0,0,-1.58112667,-0.32,-30.97560471,0,0,0,0.410773858
-74.984,-1.548780236,1,0,0,-1.560465984,0.32,-30.97560471,0,0,0,0.413213714
-74.937,-3.070857915,1,0,0,-1.539927291,0.94,-30.44155358,0,0,0,0.410773858
-74.86,-4.571886512,1,0,0,-1.519543096,1.54,-30.02057194,0,0,0,0.407683893
-74.75,-6.098223728,1,0,0,-1.498852754,2.2,-30.52674432,0,0,0,0.413806843
-74.61,-7.598859096,1,0,0,-1.477771774,2.8,-30.01270736,0,0,0,0.4216196
-74.44,-9.079721841,1,0,0,-1.456498722,3.4,-29.61725488,0,0,0,0.425461041
-74.23,-10.60941968,1,0,0,-1.434367112,4.2,-30.59395677,0,0,0,0.442632207
-73.99,-12.10182897,1,0,0,-1.411347685,4.8,-29.84818579,0,0,0,0.460388544
-73.71,-13.61225543,1,0,0,-1.387498989,5.6,-30.20852914,0,0,0,0.476973911
-73.4,-15.08036101,1,0,0,-1.362696762,6.2,-29.36211173,0,0,0,0.496044534
-73.05,-16.549332,1,0,0,-1.336895314,7,-29.37941968,0,0,0,0.516028975
-72.66,-18.00833209,1,0,0,-1.309596809,7.8,-29.18000191,0,0,0,0.545970088
-72.22,-19.48058638,1,0,0,-1.280384433,8.8,-29.4450858,0,0,0,0.584247524
-71.73,-20.94946336,1,0,0,-1.248816426,9.8,-29.37753953,0,0,0,0.631360136
-71.19,-22.40160063,1,0,0,-1.214776389,10.8,-29.0427454,0,0,0,0.680800741
-70.61,-23.80306098,1,0,0,-1.178404172,11.6,-28.02920699,0,0,0,0.727444336
-69.97,-25.19263952,1,0,0,-1.139186162,12.8,-27.79157095,0,0,0,0.784360207
-69.27,-26.5551801,1,0,0,-1.096212353,14,-27.25081142,0,0,0,0.859476174
-68.51,-27.8776483,1,0,0,-1.04920031,15.2,-26.44936402,0,0,0,0.940240873
-67.68,-29.16326724,1,0,0,-0.997518051,16.6,-25.71237879,0,0,0,1.033645174
-66.78,-30.3968476,1,0,0,-0.940490268,18,-24.67160732,0,0,0,1.140555665
-65.8,-31.57620052,1,0,0,-0.877457884,19.6,-23.58705833,0,0,0,1.260647668
-64.74,-32.68477364,1,0,0,-0.807793072,21.2,-22.17146234,0,0,0,1.39329625
-63.61,-33.69948593,1,0,0,-0.731695458,22.6,-20.29424593,0,0,0,1.521952277
-62.38,-34.63183794,1,0,0,-0.648607678,24.6,-18.64704013,0,0,0,1.661755592
-61.08,-35.44496346,1,0,0,-0.558945249,26,-16.26251036,0,0,0,1.79324859
-59.71,-36.13178926,1,0,0,-0.464713205,27.4,-13.73651613,0,0,0,1.884640876
-58.28,-36.68249849,1,0,0,-0.36760581,28.6,-11.01418446,0,0,0,1.942147902
-56.8,-37.09201882,1,0,0,-0.269948718,29.6,-8.190406635,0,0,0,1.953141834
-55.3,-37.35675885,1,0,0,-0.174694275,30,-5.294800556,0,0,0,1.905088862
-53.78,-37.48490674,1,0,0,-0.084108923,30.4,-2.562957835,0,0,0,1.811707039
-52.26,-37.48429366,1,0,0,0.000403338,30.4,0.012261462,0,0,0,1.690245213
-50.74,-37.3655454,1,0,0,0.077965498,30.4,2.37496525,0,0,0,1.551243202
-49.23,-37.13975412,1,0,0,0.148430891,30.2,4.515825537,0,0,0,1.409307867
-47.74,-36.81943641,1,0,0,0.211755451,29.8,6.406354351,0,0,0,1.266491202
-46.27,-36.41520322,1,0,0,0.26835558,29.4,8.084663826,0,0,0,1.132002585
-44.82,-35.93642445,1,0,0,0.318920921,29,9.575575269,0,0,0,1.011306815
-43.4,-35.39548427,1,0,0,0.363971453,28.4,10.81880359,0,0,0,0.901010638
-41.99,-34.7921882,1,0,0,0.404298673,28.2,12.06592142,0,0,0,0.806544393
-40.61,-34.1417293,1,0,0,0.440463625,27.6,13.00917807,0,0,0,0.723299053
-39.25,-33.44602616,1,0,0,0.472842023,27.2,13.91406274,0,0,0,0.647567958
-37.91,-32.71049689,1,0,0,0.502000162,26.8,14.71058533,0,0,0,0.583162782
-36.59,-31.94007551,1,0,0,0.5283126,26.4,15.40842777,0,0,0,0.526248757
-35.29,-31.13926854,1,0,0,0.552105094,26,16.01613922,0,0,0,0.475849867
-34.01,-30.31220278,1,0,0,0.573660521,25.6,16.54131538,0,0,0,0.431108544
-32.74,-29.45578788,1,0,0,0.593297791,25.4,17.12829797,0,0,0,0.392745414
-31.49,-28.5798768,1,0,0,0.611214963,25,17.51822145,0,0,0,0.358343438
-30.26,-27.68772884,1,0,0,0.627520237,24.6,17.84295933,0,0,0,0.326105466
-29.04,-26.77475653,1,0,0,0.642436552,24.4,18.25944612,0,0,0,0.298326299
-27.83,-25.84311136,1,0,0,0.656150272,24.2,18.63290348,0,0,0,0.274274408
-26.63,-24.89481536,1,0,0,0.668765428,24,18.96591998,0,0,0,0.252303126
-25.44,-23.93177133,1,0,0,0.680374341,23.8,19.2608806,0,0,0,0.232178251
-24.26,-22.95577186,1,0,0,0.691059095,23.6,19.51998934,0,0,0,0.213695081
-23.09,-21.96850742,1,0,0,0.70089282,23.4,19.74528878,0,0,0,0.196674497
-21.93,-20.97157358,1,0,0,0.709940797,23.2,19.93867691,0,0,0,0.180959544
-20.78,-19.96647749,1,0,0,0.71826142,23,20.10192182,0,0,0,0.166412461
-19.64,-18.95464376,1,0,0,0.725907025,22.8,20.23667451,0,0,0,0.152912109
-18.51,-17.93741976,1,0,0,0.732924613,22.6,20.34448012,0,0,0,0.140351758
-17.38,-16.90690509,1,0,0,0.739383614,22.6,20.61029333,0,0,0,0.129180012
-16.26,-15.87327284,1,0,0,0.745316347,22.4,20.67264503,0,0,0,0.118654666
-15.14,-14.82831301,1,0,0,0.750750804,22.4,20.89919659,0,0,0,0.108689138
-14.03,-13.78233151,1,0,0,0.755713449,22.2,20.91963,0,0,0,0.0992529
-12.92,-12.72685055,1,0,0,0.76022707,22.2,21.10961926,0,0,0,0.090272427
-11.82,-11.67228585,1,0,0,0.764313361,22,21.09129392,0,0,0,0.081725813
-10.72,-10.60993045,1,0,0,0.767990848,22,21.2471079,0,0,0,0.073549735
-9.63,-9.550287301,1,0,0,0.771277294,21.8,21.19286306,0,0,0,0.06572893
-8.54,-8.484456185,1,0,0,0.774187698,21.8,21.31662233,0,0,0,0.058208063
-7.45,-7.413153895,1,0,0,0.776747248,21.8,21.4260458,0,0,0,0.051191007
-6.36,-6.337091234,1,0,0,0.77896384,21.8,21.52125321,0,0,0,0.044331848
-5.28,-5.266899485,1,0,0,0.780836624,21.6,21.40383497,0,0,0,0.037455684
-4.22,-4.213314576,1,0,0,0.782363002,21.2,21.07169819,0,0,0,0.030527557
-3.2,-3.197085962,1,0,0,0.783546023,20.4,20.32457227,0,0,0,0.023660405
-2.14,-2.139128681,1,0,0,0.784433688,21.2,21.15914562,0,0,0,0.017753303
