Optimal control state trajectory ( x, y, z, r, p, w, x_dot, y_dot, z_dot, r_dot, p_dot, w_dot )
0.2663,0.248948154,1,0,0,0.680374341,0.238,0.192608806,0,0,0,-0.213695081
0.2783,0.258431114,1,0,0,0.668765428,0.24,0.1896592,0,0,0,-0.232178251
0.2904,0.267747565,1,0,0,0.656150272,0.242,0.186329035,0,0,0,-0.252303126
0.3026,0.276877288,1,0,0,0.642436552,0.244,0.182594461,0,0,0,-0.274274408
0.3149,0.285798768,1,0,0,0.627520237,0.246,0.178429593,0,0,0,-0.298326299
0.3274,0.294557879,1,0,0,0.611214963,0.25,0.175182215,0,0,0,-0.326105466
0.3401,0.303122028,1,0,0,0.593297791,0.254,0.17128298,0,0,0,-0.358343438
0.3529,0.311392685,1,0,0,0.573660521,0.256,0.165413154,0,0,0,-0.392745414
0.3659,0.319400755,1,0,0,0.552105094,0.26,0.160161392,0,0,0,-0.431108544
0.3791,0.327104969,1,0,0,0.5283126,0.264,0.154084278,0,0,0,-0.475849867
0.3925,0.334460262,1,0,0,0.502000162,0.268,0.147105853,0,0,0,-0.526248757
0.4061,0.341417293,1,0,0,0.472842023,0.272,0.139140627,0,0,0,-0.583162782
0.4199,0.347921882,1,0,0,0.440463625,0.276,0.130091781,0,0,0,-0.647567958
0.434,0.353954843,1,0,0,0.404298673,0.282,0.120659214,0,0,0,-0.723299053
0.4482,0.359364245,1,0,0,0.363971453,0.284,0.108188036,0,0,0,-0.806544393
0.4627,0.364152032,1,0,0,0.318920921,0.29,0.095755753,0,0,0,-0.901010638
0.4774,0.368194364,1,0,0,0.26835558,0.294,0.080846638,0,0,0,-1.011306815
0.4923,0.371397541,1,0,0,0.211755451,0.298,0.064063544,0,0,0,-1.132002585
0.5074,0.373655454,1,0,0,0.148430891,0.302,0.045158255,0,0,0,-1.266491202
0.5226,0.374842937,1,0,0,0.077965498,0.304,0.023749652,0,0,0,-1.409307867
0.5378,0.374849067,1,0,0,0.000403338,0.304,0.000122615,0,0,0,-1.551243202
0.553,0.373567588,1,0,0,-0.084108923,0.304,-0.025629578,0,0,0,-1.690245213
0.568,0.370920188,1,0,0,-0.174694275,0.3,-0.052948006,0,0,0,-1.811707039
0.5828,0.366824985,1,0,0,-0.269948718,0.296,-0.081904066,0,0,0,-1.905088862
0.5971,0.361317893,1,0,0,-0.36760581,0.286,-0.110141845,0,0,0,-1.953141834
0.6108,0.354449635,1,0,0,-0.464713205,0.274,-0.137365161,0,0,0,-1.942147902
0.6238,0.346318379,1,0,0,-0.558945249,0.26,-0.162625104,0,0,0,-1.884640876
0.6361,0.336994859,1,0,0,-0.648607678,0.246,-0.186470401,0,0,0,-1.79324859
0.6474,0.326847736,1,0,0,-0.731695458,0.226,-0.202942459,0,0,0,-1.661755592
0.658,0.315762005,1,0,0,-0.807793072,0.212,-0.221714623,0,0,0,-1.521952277
0.6678,0.303968476,1,0,0,-0.877457884,0.196,-0.235870583,0,0,0,-1.39329625
0.6768,0.291632672,1,0,0,-0.940490268,0.18,-0.246716073,0,0,0,-1.260647668
0.6851,0.278776483,1,0,0,-0.997518051,0.166,-0.257123788,0,0,0,-1.140555665
0.6927,0.265551801,1,0,0,-1.04920031,0.152,-0.26449364,0,0,0,-1.033645174
0.6997,0.251926395,1,0,0,-1.096212353,0.14,-0.272508114,0,0,0,-0.940240873
0.7061,0.23803061,1,0,0,-1.139186162,0.128,-0.27791571,0,0,0,-0.859476174
0.7119,0.224016006,1,0,0,-1.178404172,0.116,-0.28029207,0,0,0,-0.784360207
0.7173,0.209494634,1,0,0,-1.214776389,0.108,-0.290427454,0,0,0,-0.727444336
0.7222,0.194805864,1,0,0,-1.248816426,0.098,-0.293775395,0,0,0,-0.680800741
0.7266,0.180083321,1,0,0,-1.280384433,0.088,-0.294450858,0,0,0,-0.631360136
0.7305,0.16549332,1,0,0,-1.309596809,0.078,-0.291800019,0,0,0,-0.584247524
0.734,0.15080361,1,0,0,-1.336895314,0.07,-0.293794197,0,0,0,-0.545970088
0.7371,0.136122554,1,0,0,-1.362696762,0.062,-0.293621117,0,0,0,-0.516028975
0.7399,0.12101829,1,0,0,-1.387498989,0.056,-0.302085291,0,0,0,-0.496044534
0.7423,0.106094197,1,0,0,-1.411347685,0.048,-0.298481858,0,0,0,-0.476973911
0.7444,0.090797218,1,0,0,-1.434367112,0.042,-0.305939568,0,0,0,-0.460388544
0.7461,0.075988591,1,0,0,-1.456498722,0.034,-0.296172549,0,0,0,-0.442632207
0.7475,0.060982237,1,0,0,-1.477771774,0.028,-0.300127074,0,0,0,-0.425461041
0.7486,0.045718865,1,0,0,-1.498852754,0.022,-0.305267443,0,0,0,-0.4216196
0.74937,0.030708579,1,0,0,-1.519543096,0.0154,-0.300205719,0,0,0,-0.413806843
0.74984,0.015487802,1,0,0,-1.539927291,0.0094,-0.304415536,0,0,0,-0.407683893
0.75,0,1,0,0,-1.560465984,0.0032,-0.309756047,0,0,0,-0.410773858
0.74984,-0.015487802,1,0,0,-1.58112667,-0.0032,-0.309756047,0,0,0,-0.413213714
0.74937,-0.030708579,1,0,0,-1.601665363,-0.0094,-0.304415536,0,0,0,-0.410773858
0.7486,-0.045718865,1,0,0,-1.622049557,-0.0154,-0.300205719,0,0,0,-0.407683893
0.7475,-0.060982237,1,0,0,-1.642739899,-0.022,-0.305267443,0,0,0,-0.413806843
0.7461,-0.075988591,1,0,0,-1.663820879,-0.028,-0.300127074,0,0,0,-0.4216196
0.7444,-0.090797218,1,0,0,-1.685093931,-0.034,-0.296172549,0,0,0,-0.425461041
0.7423,-0.106094197,1,0,0,-1.707225542,-0.042,-0.305939568,0,0,0,-0.442632207
0.7399,-0.12101829,1,0,0,-1.730244969,-0.048,-0.298481858,0,0,0,-0.460388544
0.7371,-0.136122554,1,0,0,-1.754093665,-0.056,-0.302085291,0,0,0,-0.476973911
0.734,-0.15080361,1,0,0,-1.778895891,-0.062,-0.293621117,0,0,0,-0.496044534
0.7305,-0.16549332,1,0,0,-1.80469734,-0.07,-0.293794197,0,0,0,-0.516028975
0.7266,-0.180083321,1,0,0,-1.831995844,-0.078,-0.291800019,0,0,0,-0.545970088
0.7222,-0.194805864,1,0,0,-1.861208221,-0.088,-0.294450858,0,0,0,-0.584247524
0.7173,-0.209494634,1,0,0,-1.892776227,-0.098,-0.293775395,0,0,0,-0.631360136
0.7119,-0.224016006,1,0,0,-1.926816264,-0.108,-0.290427454,0,0,0,-0.680800741
0.7061,-0.23803061,1,0,0,-1.963188481,-0.116,-0.28029207,0,0,0,-0.727444336
0.6997,-0.251926395,1,0,0,-2.002406492,-0.128,-0.27791571,0,0,0,-0.784360207
0.6927,-0.265551801,1,0,0,-2.0453803,-0.14,-0.272508114,0,0,0,-0.859476174
0.6851,-0.278776483,1,0,0,-2.092392344,-0.152,-0.26449364,0,0,0,-0.940240873
0.6768,-0.291632672,1,0,0,-2.144074603,-0.166,-0.257123788,0,0,0,-1.033645174
0.6678,-0.303968476,1,0,0,-2.201102386,-0.18,-0.246716073,0,0,0,-1.140555665
0.658,-0.315762005,1,0,0,-2.264134769,-0.196,-0.235870583,0,0,0,-1.260647668
0.6474,-0.326847736,1,0,0,-2.333799582,-0.212,-0.221714623,0,0,0,-1.39329625
0.6361,-0.336994859,1,0,0,-2.409897196,-0.226,-0.202942459,0,0,0,-1.521952277
0.6238,-0.346318379,1,0,0,-2.492984975,-0.246,-0.186470401,0,0,0,-1.661755592
0.6108,-0.354449635,1,0,0,-2.582647405,-0.26,-0.162625104,0,0,0,-1.79324859
0.5971,-0.361317893,1,0,0,-2.676879449,-0.274,-0.137365161,0,0,0,-1.884640876
0.5828,-0.366824985,1,0,0,-2.773986844,-0.286,-0.110141845,0,0,0,-1.942147902
0.568,-0.370920188,1,0,0,-2.871643935,-0.296,-0.081904066,0,0,0,-1.953141834
0.553,-0.373567588,1,0,0,-2.966898379,-0.3,-0.052948006,0,0,0,-1.905088862
0.5378,-0.374849067,1,0,0,-3.05748373,-0.304,-0.025629578,0,0,0,-1.811707039
0.5226,-0.374842937,1,0,0,3.141189316,-0.304,0.000122615,0,0,0,123.9734609
0.5074,-0.373655454,1,0,0,3.063627156,-0.304,0.023749652,0,0,0,-1.551243202
0.4923,-0.371397541,1,0,0,2.993161763,-0.302,0.045158255,0,0,0,-1.409307867
0.4774,-0.368194364,1,0,0,2.929837202,-0.298,0.064063544,0,0,0,-1.266491202
0.4627,-0.364152032,1,0,0,2.873237073,-0.294,0.080846638,0,0,0,-1.132002585
0.4482,-0.359364245,1,0,0,2.822671733,-0.29,0.095755753,0,0,0,-1.011306815
0.434,-0.353954843,1,0,0,2.777621201,-0.284,0.108188036,0,0,0,-0.901010638
0.4199,-0.347921882,1,0,0,2.737293981,-0.282,0.120659214,0,0,0,-0.806544393
0.4061,-0.341417293,1,0,0,2.701129028,-0.276,0.130091781,0,0,0,-0.723299053
0.3925,-0.334460262,1,0,0,2.66875063,-0.272,0.139140627,0,0,0,-0.647567958
0.3791,-0.327104969,1,0,0,2.639592491,-0.268,0.147105853,0,0,0,-0.583162782
0.3659,-0.319400755,1,0,0,2.613280053,-0.264,0.154084278,0,0,0,-0.526248757
0.3529,-0.311392685,1,0,0,2.58948756,-0.26,0.160161392,0,0,0,-0.475849867
0.3401,-0.303122028,1,0,0,2.567932133,-0.256,0.165413154,0,0,0,-0.431108544
0.3274,-0.294557879,1,0,0,2.548294862,-0.254,0.17128298,0,0,0,-0.392745414
0.3149,-0.285798768,1,0,0,2.53037769,-0.25,0.175182215,0,0,0,-0.358343438
0.3026,-0.276877288,1,0,0,2.514072417,-0.246,0.178429593,0,0,0,-0.326105466
0.2904,-0.267747565,1,0,0,2.499156102,-0.244,0.182594461,0,0,0,-0.298326299
0.2783,-0.258431114,1,0,0,2.485442382,-0.242,0.186329035,0,0,0,-0.274274408
0.2663,-0.248948154,1,0,0,2.472827225,-0.24,0.1896592,0,0,0,-0.252303126
0.2544,-0.239317713,1,0,0,2.461218313,-0.238,0.192608806,0,0,0,-0.232178251
0.2426,-0.229557719,1,0,0,2.450533559,-0.236,0.195199893,0,0,0,-0.213695081
0.2309,-0.219685074,1,0,0,2.440699834,-0.234,0.197452888,0,0,0,-0.196674497
0.2193,-0.209715736,1,0,0,2.431651857,-0.232,0.199386769,0,0,0,-0.180959544
0.2078,-0.199664775,1,0,0,2.423331234,-0.23,0.201019218,0,0,0,-0.166412461
0.1964,-0.189546438,1,0,0,2.415685628,-0.228,0.202366745,0,0,0,-0.152912109
0.1851,-0.179374198,1,0,0,2.40866804,-0.226,0.203444801,0,0,0,-0.140351758
0.1738,-0.169069051,1,0,0,2.40220904,-0.226,0.206102933,0,0,0,-0.129180012
0.1626,-0.158732728,1,0,0,2.396276306,-0.224,0.20672645,0,0,0,-0.118654666
0.1514,-0.14828313,1,0,0,2.390841849,-0.224,0.208991966,0,0,0,-0.108689138
0.1403,-0.137823315,1,0,0,2.385879204,-0.222,0.2091963,0,0,0,-0.0992529
0.1292,-0.127268505,1,0,0,2.381365583,-0.222,0.211096193,0,0,0,-0.090272427
0.1182,-0.116722858,1,0,0,2.377279292,-0.22,0.210912939,0,0,0,-0.081725813
0.1072,-0.106099305,1,0,0,2.373601806,-0.22,0.212471079,0,0,0,-0.073549735
0.0963,-0.095502873,1,0,0,2.370315359,-0.218,0.211928631,0,0,0,-0.06572893
0.0854,-0.084844562,1,0,0,2.367404956,-0.218,0.213166223,0,0,0,-0.058208063
0.0745,-0.074131539,1,0,0,2.364845406,-0.218,0.214260458,0,0,0,-0.051191007
0.0636,-0.063370912,1,0,0,2.362628813,-0.218,0.215212532,0,0,0,-0.044331848
0.0528,-0.052668995,1,0,0,2.360756029,-0.216,0.21403835,0,0,0,-0.037455684
0.0422,-0.042133146,1,0,0,2.359229651,-0.212,0.210716982,0,0,0,-0.030527557
0.032,-0.03197086,1,0,0,2.358046631,-0.204,0.203245723,0,0,0,-0.023660405
0.0214,-0.021391287,1,0,0,2.357158966,-0.212,0.211591456,0,0,0,-0.017753303
0.0108,-0.01079888,1,0,0,2.356552797,-0.212,0.211848132,0,0,0,-0.012123372
0,0,1,0,0,2.356246336,-0.216,0.215977604,0,0,0,-0.006129233
-0.0108,0.01079888,1,0,0,2.356246336,-0.216,0.215977604,0,0,0,0
-0.0214,0.021391287,1,0,0,2.356552797,-0.212,0.211848132,0,0,0,0.006129233
-0.032,0.03197086,1,0,0,2.357158966,-0.212,0.211591456,0,0,0,0.012123372
-0.0422,0.042133146,1,0,0,2.358046631,-0.204,0.203245723,0,0,0,0.017753303
-0.0528,0.052668995,1,0,0,2.359229651,-0.212,0.210716982,0,0,0,0.023660405
-0.0636,0.063370912,1,0,0,2.360756029,-0.216,0.21403835,0,0,0,0.030527557
-0.0745,0.074131539,1,0,0,2.362628813,-0.218,0.215212532,0,0,0,0.037455684
-0.0854,0.084844562,1,0,0,2.364845406,-0.218,0.214260458,0,0,0,0.044331848
-0.0963,0.095502873,1,0,0,2.367404956,-0.218,0.213166223,0,0,0,0.051191007
-0.1072,0.106099305,1,0,0,2.370315359,-0.218,0.211928631,0,0,0,0.058208063
-0.1182,0.116722858,1,0,0,2.373601806,-0.22,0.212471079,0,0,0,0.06572893
-0.1292,0.127268505,1,0,0,2.377279292,-0.22,0.210912939,0,0,0,0.073549735
-0.1403,0.137823315,1,0,0,2.381365583,-0.222,0.211096193,0,0,0,0.081725813
-0.1514,0.14828313,1,0,0,2.385879204,-0.222,0.2091963,0,0,0,0.090272427
-0.1626,0.158732728,1,0,0,2.390841849,-0.224,0.208991966,0,0,0,0.0992529
-0.1738,0.169069051,1,0,0,2.396276306,-0.224,0.20672645,0,0,0,0.108689138
-0.1851,0.179374198,1,0,0,2.40220904,-0.226,0.206102933,0,0,0,0.118654666
-0.1964,0.189546438,1,0,0,2.40866804,-0.226,0.203444801,0,0,0,0.129180012
-0.2078,0.199664775,1,0,0,2.415685628,-0.228,0.202366745,0,0,0,0.140351758
-0.2193,0.209715736,1,0,0,2.423331234,-0.23,0.201019218,0,0,0,0.152912109
-0.2309,0.219685074,1,0,0,2.431651857,-0.232,0.199386769,0,0,0,0.166412461
-0.2426,0.229557719,1,0,0,2.440699834,-0.234,0.197452888,0,0,0,0.180959544
-0.2544,0.239317713,1,0,0,2.450533559,-0.236,0.195199893,0,0,0,0.196674497
-0.2663,0.248948154,1,0,0,2.461218313,-0.238,0.192608806,0,0,0,0.213695081
-0.2783,0.258431114,1,0,0,2.472827225,-0.24,0.1896592,0,0,0,0.232178251
-0.2904,0.267747565,1,0,0,2.485442382,-0.242,0.186329035,0,0,0,0.252303126
-0.3026,0.276877288,1,0,0,2.499156102,-0.244,0.182594461,0,0,0,0.274274408
-0.3149,0.285798768,1,0,0,2.514072417,-0.246,0.178429593,0,0,0,0.298326299
-0.3274,0.294557879,1,0,0,2.53037769,-0.25,0.175182215,0,0,0,0.326105466
-0.3401,0.303122028,1,0,0,2.548294862,-0.254,0.17128298,0,0,0,0.358343438
-0.3529,0.311392685,1,0,0,2.567932133,-0.256,0.165413154,0,0,0,0.392745414
-0.3659,0.319400755,1,0,0,2.58948756,-0.26,0.160161392,0,0,0,0.431108544
-0.3791,0.327104969,1,0,0,2.613280053,-0.264,0.154084278,0,0,0,0.475849867
-0.3925,0.334460262,1,0,0,2.639592491,-0.268,0.147105853,0,0,0,0.526248757
-0.4061,0.341417293,1,0,0,2.66875063,-0.272,0.139140627,0,0,0,0.583162782
-0.4199,0.347921882,1,0,0,2.701129028,-0.276,0.130091781,0,0,0,0.647567958
-0.434,0.353954843,1,0,0,2.737293981,-0.282,0.120659214,0,0,0,0.723299053
-0.4482,0.359364245,1,0,0,2.777621201,-0.284,0.108188036,0,0,0,0.806544393
-0.4627,0.364152032,1,0,0,2.822671733,-0.29,0.095755753,0,0,0,0.901010638
-0.4774,0.368194364,1,0,0,2.873237073,-0.294,0.080846638,0,0,0,1.011306815
-0.4923,0.371397541,1,0,0,2.929837202,-0.298,0.064063544,0,0,0,1.132002585
-0.5074,0.373655454,1,0,0,2.993161763,-0.302,0.045158255,0,0,0,1.266491202
-0.5226,0.374842937,1,0,0,3.063627156,-0.304,0.023749652,0,0,0,1.409307867
-0.5378,0.374849067,1,0,0,3.141189316,-0.304,0.000122615,0,0,0,1.551243202
-0.553,0.373567588,1,0,0,-3.05748373,-0.304,-0.025629578,0,0,0,-123.9734609
-0.568,0.370920188,1,0,0,-2.966898379,-0.3,-0.052948006,0,0,0,1.811707039
-0.5828,0.366824985,1,0,0,-2.871643935,-0.296,-0.081904066,0,0,0,1.905088862
-0.5971,0.361317893,1,0,0,-2.773986844,-0.286,-0.110141845,0,0,0,1.953141834
-0.6108,0.354449635,1,0,0,-2.676879449,-0.274,-0.137365161,0,0,0,1.942147902
-0.6238,0.346318379,1,0,0,-2.582647405,-0.26,-0.162625104,0,0,0,1.884640876
-0.6361,0.336994859,1,0,0,-2.492984975,-0.246,-0.186470401,0,0,0,1.79324859
-0.6474,0.326847736,1,0,0,-2.409897196,-0.226,-0.202942459,0,0,0,1.661755592
-0.658,0.315762005,1,0,0,-2.333799582,-0.212,-0.221714623,0,0,0,1.521952277
-0.6678,0.303968476,1,0,0,-2.264134769,-0.196,-0.235870583,0,0,0,1.39329625
-0.6768,0.291632672,1,0,0,-2.201102386,-0.18,-0.246716073,0,0,0,1.260647668
-0.6851,0.278776483,1,0,0,-2.144074603,-0.166,-0.257123788,0,0,0,1.140555665
-0.6927,0.265551801,1,0,0,-2.092392344,-0.152,-0.26449364,0,0,0,1.033645174
-0.6997,0.251926395,1,0,0,-2.0453803,-0.14,-0.272508114,0,0,0,0.940240873
-0.7061,0.23803061,1,0,0,-2.002406492,-0.128,-0.27791571,0,0,0,0.859476174
-0.7119,0.224016006,1,0,0,-1.963188481,-0.116,-0.28029207,0,0,0,0.784360207
-0.7173,0.209494634,1,0,0,-1.926816264,-0.108,-0.290427454,0,0,0,0.727444336
-0.7222,0.194805864,1,0,0,-1.892776227,-0.098,-0.293775395,0,0,0,0.680800741
-0.7266,0.180083321,1,0,0,-1.861208221,-0.088,-0.294450858,0,0,0,0.631360136
-0.7305,0.16549332,1,0,0,-1.831995844,-0.078,-0.291800019,0,0,0,0.584247524
-0.734,0.15080361,1,0,0,-1.80469734,-0.07,-0.293794197,0,0,0,0.545970088
-0.7371,0.136122554,1,0,0,-1.778895891,-0.062,-0.293621117,0,0,0,0.516028975
-0.7399,0.12101829,1,0,0,-1.754093665,-0.056,-0.302085291,0,0,0,0.496044534
-0.7423,0.106094197,1,0,0,-1.730244969,-0.048,-0.298481858,0,0,0,0.476973911
-0.7444,0.090797218,1,0,0,-1.707225542,-0.042,-0.305939568,0,0,0,0.460388544
-0.7461,0.075988591,1,0,0,-1.685093931,-0.034,-0.296172549,0,0,0,0.442632207
-0.7475,0.060982237,1,0,0,-1.663820879,-0.028,-0.300127074,0,0,0,0.425461041
-0.7486,0.045718865,1,0,0,-1.642739899,-0.022,-0.305267443,0,0,0,0.4216196
-0.74937,0.030708579,1,0,0,-1.622049557,-0.0154,-0.300205719,0,0,0,0.413806843
-0.74984,0.015487802,1,0,0,-1.601665363,-0.0094,-0.304415536,0,0,0,0.407683893
-0.75,0,1,0,0,-1.58112667,-0.0032,-0.309756047,0,0,0,0.410773858
-0.74984,-0.015487802,1,0,0,-1.560465984,0.0032,-0.309756047,0,0,0,0.413213714
-0.74937,-0.030708579,1,0,0,-1.539927291,0.0094,-0.304415536,0,0,0,0.410773858
-0.7486,-0.045718865,1,0,0,-1.519543096,0.0154,-0.300205719,0,0,0,0.407683893
-0.7475,-0.060982237,1,0,0,-1.498852754,0.022,-0.305267443,0,0,0,0.413806843
-0.7461,-0.075988591,1,0,0,-1.477771774,0.028,-0.300127074,0,0,0,0.4216196
-0.7444,-0.090797218,1,0,0,-1.456498722,0.034,-0.296172549,0,0,0,0.425461041
-0.7423,-0.106094197,1,0,0,-1.434367112,0.042,-0.305939568,0,0,0,0.442632207
-0.7399,-0.12101829,1,0,0,-1.411347685,0.048,-0.298481858,0,0,0,0.460388544
-0.7371,-0.136122554,1,0,0,-1.387498989,0.056,-0.302085291,0,0,0,0.476973911
-0.734,-0.15080361,1,0,0,-1.362696762,0.062,-0.293621117,0,0,0,0.496044534
-0.7305,-0.16549332,1,0,0,-1.336895314,0.07,-0.293794197,0,0,0,0.516028975
-0.7266,-0.180083321,1,0,0,-1.309596809,0.078,-0.291800019,0,0,0,0.545970088
-0.7222,-0.194805864,1,0,0,-1.280384433,0.088,-0.294450858,0,0,0,0.584247524
-0.7173,-0.209494634,1,0,0,-1.248816426,0.098,-0.293775395,0,0,0,0.631360136
-0.7119,-0.224016006,1,0,0,-1.214776389,0.108,-0.290427454,0,0,0,0.680800741
-0.7061,-0.23803061,1,0,0,-1.178404172,0.116,-0.28029207,0,0,0,0.727444336
-0.6997,-0.251926395,1,0,0,-1.139186162,0.128,-0.27791571,0,0,0,0.784360207
-0.6927,-0.265551801,1,0,0,-1.096212353,0.14,-0.272508114,0,0,0,0.859476174
-0.6851,-0.278776483,1,0,0,-1.04920031,0.152,-0.26449364,0,0,0,0.940240873
-0.6768,-0.291632672,1,0,0,-0.997518051,0.166,-0.257123788,0,0,0,1.033645174
-0.6678,-0.303968476,1,0,0,-0.940490268,0.18,-0.246716073,0,0,0,1.140555665
-0.658,-0.315762005,1,0,0,-0.877457884,0.196,-0.235870583,0,0,0,1.260647668
-0.6474,-0.326847736,1,0,0,-0.807793072,0.212,-0.221714623,0,0,0,1.39329625
-0.6361,-0.336994859,1,0,0,-0.731695458,0.226,-0.202942459,0,0,0,1.521952277
-0.6238,-0.346318379,1,0,0,-0.648607678,0.246,-0.186470401,0,0,0,1.661755592
-0.6108,-0.354449635,1,0,0,-0.558945249,0.26,-0.162625104,0,0,0,1.79324859
-0.5971,-0.361317893,1,0,0,-0.464713205,0.274,-0.137365161,0,0,0,1.884640876
-0.5828,-0.366824985,1,0,0,-0.36760581,0.286,-0.110141845,0,0,0,1.942147902
-0.568,-0.370920188,1,0,0,-0.269948718,0.296,-0.081904066,0,0,0,1.953141834
-0.553,-0.373567588,1,0,0,-0.174694275,0.3,-0.052948006,0,0,0,1.905088862
-0.5378,-0.374849067,1,0,0,-0.084108923,0.304,-0.025629578,0,0,0,1.811707039
-0.5226,-0.374842937,1,0,0,0.000403338,0.304,0.000122615,0,0,0,1.690245213
-0.5074,-0.373655454,1,0,0,0.077965498,0.304,0.023749652,0,0,0,1.551243202
-0.4923,-0.371397541,1,0,0,0.148430891,0.302,0.045158255,0,0,0,1.409307867
-0.4774,-0.368194364,1,0,0,0.211755451,0.298,0.064063544,0,0,0,1.266491202
-0.4627,-0.364152032,1,0,0,0.26835558,0.294,0.080846638,0,0,0,1.132002585
-0.4482,-0.359364245,1,0,0,0.318920921,0.29,0.095755753,0,0,0,1.011306815
-0.434,-0.353954843,1,0,0,0.363971453,0.284,0.108188036,0,0,0,0.901010638
-0.4199,-0.347921882,1,0,0,0.404298673,0.282,0.120659214,0,0,0,0.806544393
-0.4061,-0.341417293,1,0,0,0.440463625,0.276,0.130091781,0,0,0,0.723299053
-0.3925,-0.334460262,1,0,0,0.472842023,0.272,0.139140627,0,0,0,0.647567958
-0.3791,-0.327104969,1,0,0,0.502000162,0.268,0.147105853,0,0,0,0.583162782
-0.3659,-0.319400755,1,0,0,0.5283126,0.264,0.154084278,0,0,0,0.526248757
-0.3529,-0.311392685,1,0,0,0.552105094,0.26,0.160161392,0,0,0,0.475849867
-0.3401,-0.303122028,1,0,0,0.573660521,0.256,0.165413154,0,0,0,0.431108544
-0.3274,-0.294557879,1,0,0,0.593297791,0.254,0.17128298,0,0,0,0.392745414
-0.3149,-0.285798768,1,0,0,0.611214963,0.25,0.175182215,0,0,0,0.358343438
-0.3026,-0.276877288,1,0,0,0.627520237,0.246,0.178429593,0,0,0,0.326105466
-0.2904,-0.267747565,1,0,0,0.642436552,0.244,0.182594461,0,0,0,0.298326299
-0.2783,-0.258431114,1,0,0,0.656150272,0.242,0.186329035,0,0,0,0.274274408
-0.2663,-0.248948154,1,0,0,0.668765428,0.24,0.1896592,0,0,0,0.252303126
-0.2544,-0.239317713,1,0,0,0.680374341,0.238,0.192608806,0,0,0,0.232178251
-0.2426,-0.229557719,1,0,0,0.691059095,0.236,0.195199893,0,0,0,0.213695081
-0.2309,-0.219685074,1,0,0,0.70089282,0.234,0.197452888,0,0,0,0.196674497
-0.2193,-0.209715736,1,0,0,0.709940797,0.232,0.199386769,0,0,0,0.180959544
-0.2078,-0.199664775,1,0,0,0.71826142,0.23,0.201019218,0,0,0,0.166412461
-0.1964,-0.189546438,1,0,0,0.725907025,0.228,0.202366745,0,0,0,0.152912109
-0.1851,-0.179374198,1,0,0,0.732924613,0.226,0.203444801,0,0,0,0.140351758
-0.1738,-0.169069051,1,0,0,0.739383614,0.226,0.206102933,0,0,0,0.129180012
-0.1626,-0.158732728,1,0,0,0.745316347,0.224,0.20672645,0,0,0,0.118654666
-0.1514,-0.14828313,1,0,0,0.750750804,0.224,0.208991966,0,0,0,0.108689138
-0.1403,-0.137823315,1,0,0,0.755713449,0.222,0.2091963,0,0,0,0.0992529
-0.1292,-0.127268505,1,0,0,0.76022707,0.222,0.211096193,0,0,0,0.090272427
-0.1182,-0.116722858,1,0,0,0.764313361,0.22,0.210912939,0,0,0,0.081725813
-0.1072,-0.106099305,1,0,0,0.767990848,0.22,0.212471079,0,0,0,0.073549735
