timestamp,dt,meas_0,meas_1,meas_2,meas_3,control_0,control_1,control_2,control_3,sensor_mask_0,sensor_mask_1,sensor_mask_2,sensor_mask_3
0.094000,0.006000,0.159000,0.001000,1.007000,0.720000,0.000000,-0.000000,-0.000000,0.000000,1,1,1,1
0.100000,0.004000,0.117000,0.053000,0.961000,0.720000,0.000000,-0.000000,-0.000000,0.000000,1,1,1,1
0.104000,0.004000,0.079000,0.157000,0.923000,0.720000,0.000000,-0.000000,-0.000000,0.000050,1,1,1,1
0.108000,0.004000,0.066000,0.233000,0.891000,0.710000,0.000000,-0.000000,-0.000000,0.000101,1,1,1,1
0.112000,0.006000,0.100000,0.207000,0.859000,0.710000,0.000000,-0.000000,-0.000000,0.000151,1,1,1,1
0.118000,0.002000,0.227000,0.269000,0.825000,0.680000,0.000000,-0.000000,-0.000000,0.000227,1,1,1,1
0.120000,0.008000,0.307000,0.489000,0.777000,0.680000,0.000000,-0.000000,-0.000000,0.000253,1,1,1,1
0.128000,0.004000,0.419000,0.575000,0.750000,0.730000,0.000000,-0.000000,-0.000000,0.000354,1,1,1,1
0.132000,0.002000,0.513000,0.616000,0.721000,0.730000,0.000000,-0.000000,-0.000000,0.000404,1,1,1,1
0.134000,0.006000,0.566000,0.590000,0.683000,0.730000,0.000000,-0.000000,-0.000000,0.000430,1,1,1,1
0.140000,0.004000,0.565000,0.611000,0.665000,0.730000,0.000000,-0.000000,-0.000000,0.000506,1,1,1,1
0.144000,0.004000,0.521000,0.675000,0.640000,0.730000,0.000000,-0.000000,-0.000000,0.000557,1,1,1,1
0.148000,0.006000,0.444000,0.605000,0.617000,0.710000,0.000000,-0.000000,-0.000000,0.000607,1,1,1,1
0.154000,0.004000,0.393000,0.582000,0.604000,0.710000,0.000000,-0.000000,-0.000000,0.000684,1,1,1,1
0.158000,0.004000,0.460000,0.638000,0.604000,0.710000,0.000000,-0.000000,-0.000000,0.000735,1,1,1,1
0.162000,0.004000,0.528000,0.774000,0.603000,0.690000,0.000000,-0.000000,-0.000000,0.000786,1,1,1,1
0.166000,0.004000,0.629000,0.829000,0.602000,0.690000,0.000000,-0.000000,-0.000000,0.000837,1,1,1,1
0.170000,0.004000,0.708000,0.721000,0.600000,0.690000,0.000000,-0.000000,-0.000000,0.000889,1,1,1,1
0.174000,0.006000,0.734000,0.609000,0.555000,0.720000,0.000000,-0.000000,-0.000000,0.000941,1,1,1,1
0.180000,0.004000,0.786000,0.572000,0.517000,0.720000,0.000000,-0.000000,-0.000000,0.001020,1,1,1,1
0.184000,0.004000,0.814000,0.569000,0.475000,0.690000,0.000000,-0.000000,-0.000000,0.001071,1,1,1,1
0.188000,0.004000,0.813000,0.532000,0.446000,0.690000,0.000000,-0.000000,-0.000000,0.001120,1,1,1,1
0.192000,0.004000,0.776000,0.474000,0.446000,0.690000,0.000000,-0.000000,-0.000000,0.001168,1,1,1,1
0.196000,0.004000,0.704000,0.344000,0.458000,0.710000,0.000000,-0.000000,-0.000000,0.001216,1,1,1,1
0.200000,0.006000,0.595000,0.238000,0.479000,0.710000,0.000000,-0.000000,-0.000000,0.001264,1,1,1,1
0.206000,0.004000,0.455000,0.108000,0.499000,0.700000,0.000000,-0.000000,-0.000000,0.001260,1,1,1,1
0.210000,0.004000,0.292000,-0.057000,0.560000,0.700000,0.000000,-0.000000,-0.000000,0.001256,1,1,1,1
0.214000,0.006000,0.128000,-0.287000,0.617000,0.700000,0.000000,-0.000000,-0.000000,0.001251,1,1,1,1
0.220000,0.002000,-0.078000,-0.461000,0.706000,0.690000,0.000000,-0.000000,-0.000000,0.001243,1,1,1,1
0.222000,0.006000,-0.242000,-0.716000,0.793000,0.690000,0.000000,-0.000000,0.000000,0.001241,1,1,1,1
0.228000,0.006000,-0.418000,-0.943000,0.878000,0.730000,0.000000,-0.000000,0.000000,0.001235,1,1,1,1
0.234000,0.004000,-0.605000,-1.245000,0.992000,0.730000,0.000000,-0.000000,0.000000,0.001226,1,1,1,1
0.238000,0.004000,-0.815000,-1.571000,1.139000,0.750000,0.000000,-0.000000,0.000000,0.001218,1,1,1,1
0.242000,0.002000,-1.050000,-1.883000,1.277000,0.750000,0.000000,-0.000000,0.000000,0.001212,1,1,1,1
0.244000,0.006000,-1.301000,-2.205000,1.392000,0.750000,0.000000,-0.000000,0.000000,0.001211,1,1,1,1
0.250000,0.002000,-1.553000,-2.442000,1.453000,0.740000,0.000000,0.000000,0.000000,0.001207,1,1,1,1
0.252000,0.008000,-1.781000,-2.741000,1.522000,0.740000,0.000000,0.000000,-0.000000,0.001206,1,1,1,1
0.260000,0.004000,-1.966000,-3.061000,1.581000,0.750000,0.000000,0.000000,-0.000000,0.001202,1,1,1,1
0.264000,0.002000,-2.129000,-3.279000,1.665000,0.750000,0.000000,0.000000,-0.000000,0.001201,1,1,1,1
0.266000,0.006000,-2.257000,-3.478000,1.753000,0.750000,0.000000,0.000000,-0.000000,0.001199,1,1,1,1
0.272000,0.004000,-2.350000,-3.655000,1.797000,0.780000,0.000000,0.000000,-0.000000,0.001191,1,1,1,1
0.276000,0.004000,-2.391000,-3.875000,1.872000,0.780000,0.000000,0.000000,-0.000000,0.001189,1,1,1,1
0.280000,0.006000,-2.458000,-4.023000,1.955000,0.760000,0.000000,0.000000,-0.000000,0.001187,1,1,1,1
0.286000,0.004000,-2.523000,-4.161000,2.023000,0.760000,0.000000,0.000000,-0.000000,0.001183,1,1,1,1
0.290000,0.004000,-2.597000,-4.216000,2.074000,0.760000,0.000000,0.000000,-0.000000,0.001183,1,1,1,1
0.294000,0.004000,-2.674000,-4.272000,2.098000,0.770000,0.000000,0.000000,-0.000000,0.001183,1,1,1,1
0.298000,0.002000,-2.811000,-4.388000,2.075000,0.770000,0.000000,0.000000,-0.000000,0.001184,1,1,1,1
0.300000,0.006000,-2.873000,-4.447000,2.048000,0.770000,0.000000,0.000000,-0.000000,0.001185,1,1,1,1
0.306000,0.006000,-2.829000,-4.363000,2.003000,0.780000,0.000000,0.000000,-0.000000,0.001184,1,1,1,1
0.312000,0.004000,-2.733000,-4.346000,1.960000,0.780000,0.000000,0.000000,-0.000000,0.001187,1,1,1,1
0.316000,0.004000,-2.635000,-4.409000,1.903000,0.790000,0.000000,0.000000,-0.000000,0.001191,1,1,1,1
0.320000,0.004000,-2.583000,-4.498000,1.850000,0.790000,0.000000,0.000000,-0.000000,0.001194,1,1,1,1
0.324000,0.004000,-2.538000,-4.478000,1.803000,0.790000,0.000000,0.000000,-0.000000,0.001196,1,1,1,1
0.328000,0.004000,-2.688000,-4.387000,1.743000,0.800000,0.000000,0.000000,-0.000000,0.001195,1,1,1,1
0.332000,0.006000,-2.659000,-4.349000,1.683000,0.800000,0.000000,-0.000000,-0.000000,0.001195,1,1,1,1
0.338000,0.004000,-2.607000,-4.361000,1.625000,0.770000,0.000000,-0.000000,-0.000000,0.001197,1,1,1,1
0.342000,0.004000,-2.521000,-4.369000,1.575000,0.770000,0.000000,-0.000000,-0.000000,0.001200,1,1,1,1
0.346000,0.004000,-2.371000,-4.402000,1.546000,0.770000,0.000000,-0.000000,-0.000000,0.001201,1,1,1,1
0.350000,0.004000,-2.178000,-4.379000,1.491000,0.780000,0.000000,-0.000000,-0.000000,0.001199,1,1,1,1
0.354000,0.006000,-1.961000,-4.345000,1.432000,0.780000,0.000000,-0.000000,-0.000000,0.001196,1,1,1,1
0.360000,0.004000,-1.749000,-4.363000,1.378000,0.770000,0.000000,-0.000000,-0.000000,0.001194,1,1,1,1
0.364000,0.004000,-1.563000,-4.387000,1.317000,0.770000,0.000000,-0.000000,-0.000000,0.001194,1,1,1,1
0.368000,0.004000,-1.414000,-4.398000,1.268000,0.770000,0.000000,-0.000000,-0.000000,0.001194,1,1,1,1
0.372000,0.004000,-1.300000,-4.382000,1.218000,0.780000,0.000000,-0.000000,-0.000000,0.001192,1,1,1,1
0.376000,0.006000,-1.204000,-4.350000,1.160000,0.780000,0.000000,-0.000000,-0.000000,0.001189,1,1,1,1
0.382000,0.004000,-1.101000,-4.347000,1.120000,0.800000,0.000000,-0.000000,-0.000000,0.001185,1,1,1,1
0.386000,0.004000,-0.908000,-4.333000,1.063000,0.800000,0.000000,-0.000000,-0.000000,0.001184,1,1,1,1
0.390000,0.004000,-0.738000,-4.312000,1.001000,0.800000,0.000000,-0.000000,-0.000000,0.001185,1,1,1,1
0.394000,0.004000,-0.381000,-4.296000,0.926000,0.820000,0.000000,-0.000000,-0.000000,0.001186,1,1,1,1
0.398000,0.006000,-0.080000,-4.279000,0.853000,0.820000,0.000000,-0.000000,-0.000000,0.001186,1,1,1,1
0.404000,0.004000,0.285000,-4.267000,0.781000,0.840000,0.000000,0.000000,-0.000000,0.001186,1,1,1,1
0.408000,0.004000,0.657000,-4.219000,0.728000,0.840000,0.000000,0.000000,-0.000000,0.001186,1,1,1,1
0.412000,0.004000,1.061000,-4.188000,0.674000,0.840000,0.000000,0.000000,-0.000000,0.001184,1,1,1,1
0.416000,0.004000,1.447000,-4.154000,0.610000,0.860000,0.000000,0.000000,-0.000000,0.001183,1,1,1,1
0.420000,0.004000,1.802000,-4.151000,0.551000,0.860000,0.000000,0.000000,-0.000000,0.001183,1,1,1,1
0.424000,0.004000,2.130000,-4.179000,0.511000,0.860000,0.000000,0.000000,-0.000000,0.001185,1,1,1,1
0.428000,0.006000,2.430000,-4.128000,0.438000,0.870000,0.000000,0.000000,-0.000000,0.001187,1,1,1,1
0.434000,0.004000,2.698000,-4.129000,0.356000,0.870000,0.000000,0.000000,-0.000000,0.001189,1,1,1,1
0.438000,0.004000,2.941000,-4.123000,0.306000,0.920000,0.000000,0.000000,-0.000000,0.001189,1,1,1,1
0.442000,0.004000,3.151000,-4.065000,0.256000,0.920000,0.000000,0.000000,-0.000000,0.001188,1,1,1,1
0.446000,0.004000,3.320000,-4.024000,0.224000,0.920000,0.000000,0.000000,-0.000000,0.001187,1,1,1,1
0.450000,0.006000,3.464000,-4.020000,0.198000,0.940000,0.000000,0.000000,-0.000000,0.001189,1,1,1,1
0.456000,0.004000,3.733000,-3.979000,0.163000,0.940000,0.000000,0.000000,-0.000000,0.001195,1,1,1,1
0.460000,0.004000,3.880000,-3.955000,0.128000,0.970000,0.000000,0.000000,-0.000000,0.001195,1,1,1,1
0.464000,0.006000,4.033000,-3.967000,0.100000,0.970000,0.000000,0.000000,-0.000000,0.001194,1,1,1,1
0.470000,0.004000,4.226000,-3.925000,0.049000,0.970000,0.000000,-0.000000,-0.000000,0.001194,1,1,1,1
0.474000,0.004000,4.438000,-3.903000,0.034000,0.990000,0.000000,-0.000000,-0.000000,0.001193,1,1,1,1
0.478000,0.004000,4.676000,-3.842000,0.016000,0.990000,0.000000,-0.000000,-0.000000,0.001193,1,1,1,1
0.482000,0.004000,4.960000,-3.806000,0.008000,0.990000,0.000000,-0.000000,-0.000000,0.001194,1,1,1,1
0.486000,0.006000,5.263000,-3.817000,-0.001000,0.990000,0.000000,-0.000000,-0.000000,0.001196,1,1,1,1
0.492000,0.004000,5.561000,-3.862000,0.003000,0.990000,0.000000,-0.000000,-0.000000,0.001197,1,1,1,1
0.496000,0.004000,5.818000,-3.863000,-0.003000,0.990000,0.000000,-0.000000,-0.000000,0.001196,1,1,1,1
0.500000,0.004000,5.995000,-3.849000,0.002000,0.980000,0.000000,-0.000000,-0.000000,0.001194,1,1,1,1
0.504000,0.004000,6.076000,-3.814000,0.014000,0.980000,0.000000,-0.000000,-0.000000,0.001192,1,1,1,1
0.508000,0.006000,6.082000,-3.816000,0.029000,0.980000,0.000000,-0.000000,-0.000000,0.001191,1,1,1,1
0.514000,0.002000,6.048000,-3.845000,0.041000,0.980000,0.000000,-0.000000,-0.000000,0.001191,1,1,1,1
0.516000,0.006000,6.015000,-3.828000,0.054000,0.980000,0.000000,-0.000000,-0.000000,0.001191,1,1,1,1
0.522000,0.006000,5.985000,-3.842000,0.074000,0.980000,0.000000,-0.000000,-0.000000,0.001191,1,1,1,1
0.528000,0.002000,6.042000,-3.849000,0.084000,0.970000,0.000000,-0.000000,-0.000000,0.001189,1,1,1,1
0.530000,0.004000,6.036000,-3.853000,0.108000,0.970000,0.000000,-0.000000,-0.000000,0.001189,1,1,1,1
0.534000,0.004000,6.029000,-3.835000,0.109000,0.970000,0.000000,-0.000000,-0.000000,0.001188,1,1,1,1
0.538000,0.006000,6.083000,-3.813000,0.132000,0.980000,0.000000,0.000000,-0.000000,0.001187,1,1,1,1
0.544000,0.004000,6.155000,-3.878000,0.151000,0.980000,0.000000,0.000000,-0.000000,0.001187,1,1,1,1
0.548000,0.004000,6.167000,-3.886000,0.169000,0.980000,0.000000,0.000000,-0.000000,0.001190,1,1,1,1
0.552000,0.004000,6.207000,-3.934000,0.180000,1.000000,0.000000,0.000000,-0.000000,0.001192,1,1,1,1
0.556000,0.004000,6.289000,-3.870000,0.174000,1.000000,0.000000,0.000000,-0.000000,0.001191,1,1,1,1
0.560000,0.004000,6.343000,-3.835000,0.169000,1.000000,0.000000,0.000000,-0.000000,0.001189,1,1,1,1
0.564000,0.006000,6.401000,-3.792000,0.158000,0.990000,0.000000,0.000000,-0.000000,0.001186,1,1,1,1
0.570000,0.006000,6.445000,-3.793000,0.154000,0.990000,0.000000,0.000000,-0.000000,0.001187,1,1,1,1
0.576000,0.002000,6.461000,-3.816000,0.162000,0.990000,0.000000,0.000000,-0.000000,0.001189,1,1,1,1
0.578000,0.004000,6.429000,-3.839000,0.167000,0.990000,0.000000,0.000000,-0.000000,0.001190,1,1,1,1
0.582000,0.006000,6.349000,-3.816000,0.167000,0.990000,0.000000,0.000000,-0.000000,0.001192,1,1,1,1
0.588000,0.004000,6.236000,-3.790000,0.165000,0.980000,0.000000,0.000000,-0.000000,0.001191,1,1,1,1
0.592000,0.004000,6.113000,-3.767000,0.157000,0.980000,0.000000,0.000000,-0.000000,0.001190,1,1,1,1
0.596000,0.006000,5.996000,-3.766000,0.168000,1.020000,0.000000,0.000000,-0.000000,0.001189,1,1,1,1
0.602000,0.004000,5.958000,-3.734000,0.178000,1.020000,0.000000,0.000000,-0.000000,0.001193,1,1,1,1
0.606000,0.004000,5.959000,-3.698000,0.187000,1.020000,0.000000,0.000000,-0.000000,0.001195,1,1,1,1
0.610000,0.004000,5.904000,-3.679000,0.189000,1.020000,0.000000,0.000000,-0.000000,0.001195,1,1,1,1
0.614000,0.006000,5.868000,-3.664000,0.189000,1.020000,0.000000,0.000000,-0.000000,0.001195,1,1,1,1
0.620000,0.002000,5.841000,-3.637000,0.183000,0.990000,0.000000,-0.000000,-0.000000,0.001190,1,1,1,1
0.622000,0.008000,5.810000,-3.588000,0.169000,0.990000,0.000000,-0.000000,-0.000000,0.001189,1,1,1,1
0.630000,0.004000,5.697000,-3.584000,0.159000,1.020000,0.000000,-0.000000,-0.000000,0.001189,1,1,1,1
0.634000,0.002000,5.640000,-3.562000,0.153000,1.020000,0.000000,-0.000000,-0.000000,0.001189,1,1,1,1
0.636000,0.006000,5.568000,-3.544000,0.140000,1.020000,0.000000,-0.000000,-0.000000,0.001188,1,1,1,1
0.642000,0.002000,5.486000,-3.551000,0.111000,1.000000,0.000000,-0.000000,-0.000000,0.001185,1,1,1,1
0.644000,0.004000,5.403000,-3.505000,0.071000,1.000000,0.000000,-0.000000,-0.000000,0.001185,1,1,1,1
0.648000,0.008000,5.285000,-3.485000,0.032000,1.000000,0.000000,-0.000000,-0.000000,0.001184,1,1,1,1
0.656000,0.002000,5.198000,-3.441000,-0.016000,1.010000,0.000000,-0.000000,-0.000000,0.001182,1,1,1,1
0.658000,0.006000,5.110000,-3.433000,-0.067000,1.010000,0.000000,-0.000000,-0.000000,0.001181,1,1,1,1
0.664000,0.002000,4.973000,-3.381000,-0.118000,1.020000,0.000000,-0.000000,-0.000000,0.001181,1,1,1,1
0.666000,0.004000,4.865000,-3.351000,-0.158000,1.020000,0.000000,-0.000000,-0.000000,0.001181,1,1,1,1
0.670000,0.004000,4.742000,-3.301000,-0.206000,1.020000,0.000000,-0.000000,-0.000000,0.001181,1,1,1,1
0.674000,0.006000,4.605000,-3.294000,-0.258000,1.030000,0.000000,-0.000000,-0.000000,0.001181,1,1,1,1
0.680000,0.006000,4.402000,-3.216000,-0.308000,1.030000,0.000000,-0.000000,-0.000000,0.001181,1,1,1,1
0.686000,0.002000,4.236000,-3.183000,-0.404000,1.040000,0.000000,0.000000,-0.000000,0.001180,1,1,1,1
0.688000,0.004000,4.084000,-3.139000,-0.495000,1.040000,0.000000,0.000000,-0.000000,0.001180,1,1,1,1
0.692000,0.006000,3.937000,-3.105000,-0.584000,1.040000,0.000000,0.000000,-0.000000,0.001181,1,1,1,1
0.698000,0.004000,3.796000,-3.059000,-0.680000,1.080000,0.000000,0.000000,-0.000000,0.001183,1,1,1,1
0.702000,0.004000,3.710000,-3.004000,-0.782000,1.080000,0.000000,0.000000,-0.000000,0.001182,1,1,1,1
0.706000,0.004000,3.600000,-2.949000,-0.876000,1.080000,0.000000,0.000000,-0.000000,0.001180,1,1,1,1
0.710000,0.004000,3.498000,-2.931000,-0.928000,1.060000,0.000000,0.000000,-0.000000,0.001179,1,1,1,1
0.714000,0.006000,3.343000,-2.880000,-0.990000,1.060000,0.000000,0.000000,-0.000000,0.001179,1,1,1,1
0.720000,0.004000,3.152000,-2.824000,-1.039000,1.060000,0.000000,-0.000000,-0.000000,0.001179,1,1,1,1
0.724000,0.004000,3.009000,-2.782000,-1.098000,1.080000,0.000000,0.000000,-0.000000,0.001179,1,1,1,1
0.728000,0.006000,2.851000,-2.732000,-1.148000,1.080000,0.000000,0.000000,-0.000000,0.001178,1,1,1,1
0.734000,0.004000,2.633000,-2.683000,-1.197000,1.080000,0.000000,0.000000,-0.000000,0.001175,1,1,1,1
0.738000,0.004000,2.451000,-2.634000,-1.286000,1.110000,0.000000,0.000000,-0.000000,0.001175,1,1,1,1
0.742000,0.004000,2.219000,-2.585000,-1.381000,1.110000,0.000000,0.000000,-0.000000,0.001176,1,1,1,1
0.746000,0.004000,2.015000,-2.586000,-1.480000,1.110000,0.000000,0.000000,-0.000000,0.001177,1,1,1,1
0.750000,0.006000,1.849000,-2.546000,-1.561000,1.100000,0.000000,0.000000,-0.000000,0.001178,1,1,1,1
0.756000,0.004000,1.718000,-2.517000,-1.671000,1.100000,0.000000,0.000000,-0.000000,0.001179,1,1,1,1
0.760000,0.004000,1.601000,-2.432000,-1.777000,1.100000,0.000000,0.000000,-0.000000,0.001178,1,1,1,1
0.764000,0.006000,1.472000,-2.363000,-1.872000,1.160000,0.000000,0.000000,-0.000000,0.001177,1,1,1,1
0.770000,0.002000,1.309000,-2.315000,-1.947000,1.160000,0.000000,-0.000000,-0.000000,0.001176,1,1,1,1
0.772000,0.006000,1.104000,-2.301000,-2.014000,1.160000,0.000000,-0.000000,-0.000000,0.001177,1,1,1,1
0.778000,0.004000,0.955000,-2.285000,-2.068000,1.110000,0.000000,-0.000000,-0.000000,0.001178,1,1,1,1
0.782000,0.004000,0.798000,-2.248000,-2.126000,1.110000,0.000000,-0.000000,-0.000000,0.001180,1,1,1,1
0.786000,0.004000,0.643000,-2.198000,-2.179000,1.110000,0.000000,-0.000000,-0.000000,0.001181,1,1,1,1
0.790000,0.006000,0.559000,-2.167000,-2.226000,1.130000,0.000000,-0.000000,-0.000000,0.001180,1,1,1,1
0.796000,0.002000,0.433000,-2.138000,-2.261000,1.130000,0.000000,-0.000000,-0.000000,0.001175,1,1,1,1
0.798000,0.006000,0.329000,-2.102000,-2.290000,1.130000,0.000000,-0.000000,-0.000000,0.001175,1,1,1,1
0.804000,0.002000,0.243000,-2.063000,-2.309000,1.150000,0.000000,-0.000000,-0.000000,0.001175,1,1,1,1
0.806000,0.006000,0.163000,-2.019000,-2.351000,1.150000,0.000000,-0.000000,-0.000000,0.001176,1,1,1,1
0.812000,0.006000,0.068000,-1.978000,-2.403000,1.150000,0.000000,-0.000000,-0.000000,0.001176,1,1,1,1
0.818000,0.002000,-0.012000,-1.963000,-2.445000,1.150000,0.000000,-0.000000,-0.000000,0.001176,1,1,1,1
0.820000,0.006000,-0.138000,-1.910000,-2.490000,1.150000,0.000000,-0.000000,-0.000000,0.001176,1,1,1,1
0.826000,0.004000,-0.264000,-1.916000,-2.542000,1.150000,0.000000,-0.000000,-0.000000,0.001178,1,1,1,1
0.830000,0.004000,-0.367000,-1.892000,-2.605000,1.180000,0.000000,-0.000000,-0.000000,0.001179,1,1,1,1
0.834000,0.004000,-0.500000,-1.861000,-2.666000,1.180000,0.000000,-0.000000,-0.000000,0.001179,1,1,1,1
0.838000,0.006000,-0.550000,-1.832000,-2.712000,1.180000,0.000000,-0.000000,-0.000000,0.001178,1,1,1,1
0.844000,0.002000,-0.631000,-1.819000,-2.758000,1.160000,0.000000,-0.000000,-0.000000,0.001178,1,1,1,1
0.846000,0.006000,-0.648000,-1.791000,-2.799000,1.160000,0.000000,-0.000000,-0.000000,0.001179,1,1,1,1
0.852000,0.004000,-0.702000,-1.773000,-2.833000,1.160000,0.000000,-0.000000,-0.000000,0.001180,1,1,1,1
0.856000,0.004000,-0.747000,-1.722000,-2.865000,1.180000,0.000000,-0.000000,-0.000000,0.001179,1,1,1,1
0.860000,0.004000,-0.793000,-1.698000,-2.898000,1.180000,0.000000,-0.000000,-0.000000,0.001179,1,1,1,1
0.864000,0.006000,-0.844000,-1.674000,-2.941000,1.180000,0.000000,-0.000000,-0.000000,0.001179,1,1,1,1
0.870000,0.004000,-0.905000,-1.683000,-2.965000,1.180000,0.000000,0.000000,-0.000000,0.001179,1,1,1,1
0.874000,0.004000,-0.961000,-1.680000,-2.986000,1.180000,0.000000,0.000000,-0.000000,0.001178,1,1,1,1
0.878000,0.004000,-1.017000,-1.670000,-2.998000,1.180000,0.000000,0.000000,-0.000000,0.001178,1,1,1,1
0.882000,0.004000,-1.069000,-1.651000,-3.000000,1.180000,0.000000,0.000000,-0.000000,0.001179,1,1,1,1
0.886000,0.006000,-1.109000,-1.635000,-3.003000,1.180000,0.000000,0.000000,-0.000000,0.001179,1,1,1,1
0.892000,0.004000,-1.128000,-1.657000,-3.007000,1.180000,0.000000,0.000000,-0.000000,0.001178,1,1,1,1
0.896000,0.004000,-1.136000,-1.657000,-2.992000,1.170000,0.000000,0.000000,-0.000000,0.001178,1,1,1,1
0.900000,0.004000,-1.147000,-1.637000,-2.975000,1.170000,0.000000,0.000000,-0.000000,0.001177,1,1,1,1
0.904000,0.004000,-1.191000,-1.618000,-2.956000,1.170000,0.000000,0.000000,-0.000000,0.001178,1,1,1,1
0.908000,0.006000,-1.220000,-1.621000,-2.939000,1.170000,0.000000,0.000000,-0.000000,0.001178,1,1,1,1
0.914000,0.004000,-1.254000,-1.633000,-2.921000,1.170000,0.000000,-0.000000,-0.000000,0.001178,1,1,1,1
0.918000,0.004000,-1.282000,-1.637000,-2.900000,1.170000,0.000000,-0.000000,-0.000000,0.001179,1,1,1,1
0.922000,0.004000,-1.299000,-1.632000,-2.902000,1.170000,0.000000,-0.000000,-0.000000,0.001179,1,1,1,1
0.926000,0.004000,-1.305000,-1.631000,-2.901000,1.170000,0.000000,0.000000,-0.000000,0.001178,1,1,1,1
0.930000,0.004000,-1.311000,-1.638000,-2.901000,1.170000,0.000000,0.000000,-0.000000,0.001177,1,1,1,1
0.934000,0.006000,-1.304000,-1.647000,-2.867000,1.160000,0.000000,0.000000,-0.000000,0.001177,1,1,1,1
0.940000,0.004000,-1.295000,-1.641000,-2.838000,1.160000,0.000000,0.000000,-0.000000,0.001180,1,1,1,1
0.944000,0.004000,-1.286000,-1.639000,-2.807000,1.160000,0.000000,0.000000,-0.000000,0.001181,1,1,1,1
0.948000,0.004000,-1.279000,-1.637000,-2.815000,1.200000,0.000000,0.000000,-0.000000,0.001181,1,1,1,1
0.952000,0.006000,-1.271000,-1.652000,-2.815000,1.200000,0.000000,0.000000,-0.000000,0.001180,1,1,1,1
0.958000,0.004000,-1.241000,-1.662000,-2.821000,1.200000,0.000000,-0.000000,-0.000000,0.001178,1,1,1,1
0.962000,0.004000,-1.238000,-1.660000,-2.828000,1.200000,0.000000,-0.000000,-0.000000,0.001178,1,1,1,1
0.966000,0.006000,-1.210000,-1.649000,-2.797000,1.200000,0.000000,-0.000000,-0.000000,0.001179,1,1,1,1
0.972000,0.004000,-1.184000,-1.638000,-2.767000,1.200000,0.000000,-0.000000,-0.000000,0.001180,1,1,1,1
0.976000,0.004000,-1.167000,-1.636000,-2.737000,1.180000,0.000000,-0.000000,-0.000000,0.001180,1,1,1,1
0.980000,0.004000,-1.122000,-1.648000,-2.751000,1.180000,0.000000,-0.000000,-0.000000,0.001180,1,1,1,1
0.984000,0.004000,-1.068000,-1.657000,-2.763000,1.180000,0.000000,-0.000000,-0.000000,0.001179,1,1,1,1
0.988000,0.004000,-1.005000,-1.667000,-2.742000,1.210000,0.000000,-0.000000,-0.000000,0.001178,1,1,1,1
0.992000,0.006000,-1.032000,-1.641000,-2.738000,1.210000,0.000000,0.000000,-0.000000,0.001178,1,1,1,1
0.998000,0.004000,-0.983000,-1.631000,-2.729000,1.210000,0.000000,0.000000,-0.000000,0.001178,1,1,1,1
1.002000,0.004000,-0.939000,-1.623000,-2.729000,1.200000,0.000000,0.000000,-0.000000,0.001178,1,1,1,1
