timestamp,dt,meas_0,meas_1,meas_2,meas_3,control_0,sensor_mask_0,sensor_mask_1,sensor_mask_2,sensor_mask_3
0.168000,0.004000,0.484169,0.184708,-0.079829,-9.865113,0.015410,1,1,1,1
0.172000,0.004000,0.511211,0.227153,0.142306,-9.840123,-0.005607,1,1,1,1
0.176000,0.004000,0.504267,0.184351,-0.069836,-9.537624,0.019614,1,1,1,1
0.180000,0.004000,0.505161,0.183641,-0.066260,-9.620127,0.014637,1,1,1,1
0.184000,0.004000,0.520242,0.218009,0.104975,-9.790277,0.016211,1,1,1,1
0.188000,0.004000,0.486384,0.218222,-0.059009,-9.873773,0.025051,1,1,1,1
0.192000,0.004000,0.506727,0.201578,-0.067533,-9.879703,0.002287,1,1,1,1
0.196000,0.004000,0.507116,0.221533,-0.152607,-9.869462,-0.005409,1,1,1,1
0.200000,0.004000,0.474836,0.240937,-0.091784,-9.656303,0.007718,1,1,1,1
0.204000,0.004000,0.503293,0.230719,-0.213084,-9.667083,0.038523,1,1,1,1
0.208000,0.004000,0.504303,0.224198,-0.301259,-9.862822,-0.024029,1,1,1,1
0.212000,0.004000,0.508121,0.183165,0.098309,-9.843101,0.019884,1,1,1,1
0.216000,0.004000,0.500937,0.213520,0.051992,-9.817339,0.000436,1,1,1,1
0.220000,0.004000,0.477858,0.166994,0.189610,-9.804458,0.026566,1,1,1,1
0.224000,0.004000,0.466828,0.178388,-0.030555,-9.824874,0.003536,1,1,1,1
0.228000,0.004000,0.537582,0.208140,-0.283219,-9.882598,0.031505,1,1,1,1
0.232000,0.004000,0.510899,0.185784,0.198528,-9.699830,0.016478,1,1,1,1
0.236000,0.004000,0.503493,0.161537,-0.206891,-9.812353,0.048349,1,1,1,1
0.240000,0.004000,0.503484,0.171374,-0.258189,-10.076805,0.039928,1,1,1,1
0.244000,0.004000,0.499315,0.216968,-0.137792,-9.983222,0.025413,1,1,1,1
0.248000,0.004000,0.536055,0.157929,-0.079682,-9.797292,0.039693,1,1,1,1
0.252000,0.004000,0.488475,0.162783,-0.295782,-9.810245,-0.011201,1,1,1,1
0.256000,0.004000,0.490536,0.212745,-0.179394,-9.863823,0.027066,1,1,1,1
0.260000,0.004000,0.497686,0.162161,-0.104978,-9.845402,0.012568,1,1,1,1
0.264000,0.004000,0.499786,0.181929,-0.245777,-9.876137,0.050316,1,1,1,1
0.268000,0.004000,0.494920,0.170377,-0.050554,-9.952269,0.022635,1,1,1,1
0.272000,0.004000,0.506793,0.175205,-0.324825,-9.822656,0.018935,1,1,1,1
0.276000,0.004000,0.517630,0.224897,-0.074326,-9.684402,0.052304,1,1,1,1
0.280000,0.004000,0.503381,0.181354,-0.078756,-9.868480,0.027825,1,1,1,1
0.284000,0.004000,0.496037,0.193785,-0.205126,-9.758323,0.054224,1,1,1,1
0.288000,0.004000,0.508285,0.193647,-0.139779,-9.739014,0.056345,1,1,1,1
0.292000,0.004000,0.524893,0.188082,0.181303,-9.889143,0.031699,1,1,1,1
0.296000,0.004000,0.511903,0.196370,-0.253376,-9.748293,0.002409,1,1,1,1
0.300000,0.004000,0.523228,0.205800,-0.194059,-9.857690,0.026860,1,1,1,1
0.304000,0.004000,0.519104,0.184651,-0.050106,-9.724111,0.040933,1,1,1,1
0.308000,0.004000,0.487418,0.217256,-0.143074,-9.708010,0.035136,1,1,1,1
0.312000,0.004000,0.510964,0.209348,0.125817,-9.793299,0.038211,1,1,1,1
0.316000,0.004000,0.528243,0.170978,-0.089518,-9.768132,0.005693,1,1,1,1
0.320000,0.004000,0.496477,0.169652,-0.253576,-9.677727,0.028732,1,1,1,1
0.324000,0.004000,0.504643,0.191612,-0.172624,-9.733309,0.018865,1,1,1,1
0.328000,0.004000,0.500623,0.211130,-0.088455,-9.666445,0.011005,1,1,1,1
0.332000,0.004000,0.533053,0.189847,-0.150560,-9.709441,0.041794,1,1,1,1
0.336000,0.004000,0.507850,0.206742,-0.015228,-9.807546,0.021180,1,1,1,1
0.340000,0.004000,0.481499,0.218630,-0.237455,-9.876344,0.014594,1,1,1,1
0.344000,0.004000,0.508825,0.215963,-0.312014,-10.008407,0.012469,1,1,1,1
0.348000,0.004000,0.491044,0.191510,-0.054676,-9.939622,0.035827,1,1,1,1
0.352000,0.004000,0.510543,0.209218,-0.137301,-9.740799,0.045481,1,1,1,1
0.356000,0.004000,0.509294,0.192579,-0.135183,-9.827419,0.027481,1,1,1,1
0.360000,0.004000,0.518121,0.207582,-0.258830,-9.757927,0.021389,1,1,1,1
0.364000,0.004000,0.512640,0.176971,0.003044,-9.693065,-0.005042,1,1,1,1
0.368000,0.004000,0.500128,0.211205,-0.355952,-9.791512,0.022712,1,1,1,1
0.372000,0.004000,0.516222,0.193857,-0.103147,-9.712655,0.048325,1,1,1,1
0.376000,0.004000,0.501839,0.182671,-0.110603,-9.832802,0.055957,1,1,1,1
0.380000,0.004000,0.514860,0.224200,-0.121991,-9.854248,0.002424,1,1,1,1
0.384000,0.004000,0.495305,0.211031,-0.035204,-9.920177,0.026711,1,1,1,1
0.388000,0.004000,0.506548,0.164682,-0.395262,-9.868204,0.049123,1,1,1,1
0.392000,0.004000,0.518732,0.192451,-0.242428,-9.714173,0.058765,1,1,1,1
0.396000,0.004000,0.549689,0.194328,0.079778,-9.790943,0.031025,1,1,1,1
0.400000,0.004000,0.522634,0.186492,-0.316781,-9.922906,0.033553,1,1,1,1
0.404000,0.004000,0.520556,0.195343,0.000748,-9.816995,0.019364,1,1,1,1
0.408000,0.004000,0.516559,0.223029,-0.239020,-9.789431,0.048560,1,1,1,1
0.412000,0.004000,0.513523,0.191231,-0.188675,-9.797549,0.058651,1,1,1,1
0.416000,0.004000,0.512719,0.214775,-0.114745,-9.791530,0.026078,1,1,1,1
0.420000,0.004000,0.503508,0.216915,-0.010096,-9.728519,0.078496,1,1,1,1
0.424000,0.004000,0.526129,0.175400,0.017230,-9.832716,0.061871,1,1,1,1
0.428000,0.004000,0.507993,0.162284,-0.282128,-9.942739,0.015972,1,1,1,1
0.432000,0.004000,0.513763,0.210890,-0.124099,-9.839201,0.088793,1,1,1,1
0.436000,0.004000,0.497314,0.209666,-0.390448,-9.770538,0.009101,1,1,1,1
0.440000,0.004000,0.535719,0.202285,-0.419271,-9.913203,0.044941,1,1,1,1
0.444000,0.004000,0.527063,0.205724,-0.117549,-9.842441,0.065549,1,1,1,1
0.448000,0.004000,0.501304,0.174697,-0.074021,-9.537619,0.033380,1,1,1,1
0.452000,0.004000,0.505554,0.238819,-0.659927,-9.934617,0.032698,1,1,1,1
0.456000,0.004000,0.516904,0.208901,-0.371356,-9.944402,0.055829,1,1,1,1
0.460000,0.004000,0.511625,0.212380,-0.188420,-9.995561,0.044668,1,1,1,1
0.464000,0.004000,0.506860,0.187787,-0.108586,-9.835306,-0.017023,1,1,1,1
0.468000,0.004000,0.487855,0.205934,-0.008349,-9.772708,0.030681,1,1,1,1
0.472000,0.004000,0.491908,0.221066,0.007508,-9.523761,0.016817,1,1,1,1
0.476000,0.004000,0.519840,0.194182,-0.099222,-9.805880,0.040959,1,1,1,1
0.480000,0.004000,0.492222,0.213623,-0.294476,-9.856718,0.026355,1,1,1,1
0.484000,0.004000,0.497116,0.188752,-0.198965,-9.828582,0.019734,1,1,1,1
0.488000,0.004000,0.537432,0.237441,-0.301381,-9.689577,0.062931,1,1,1,1
0.492000,0.004000,0.518199,0.232352,-0.300291,-9.541601,0.048792,1,1,1,1
0.496000,0.004000,0.502587,0.189012,-0.335068,-9.816249,0.062644,1,1,1,1
0.500000,0.004000,0.518558,0.227434,-0.244702,-9.834870,0.069336,1,1,1,1
0.504000,0.004000,0.515052,0.147892,-0.230124,-9.781261,0.063471,1,1,1,1
0.508000,0.004000,0.503638,0.235164,-0.407140,-9.846721,0.066402,1,1,1,1
0.512000,0.004000,0.497923,0.176488,-0.117734,-9.797984,0.062328,1,1,1,1
0.516000,0.004000,0.530526,0.194342,-0.180388,-9.941626,0.046345,1,1,1,1
0.520000,0.004000,0.526451,0.205287,-0.239776,-9.764380,0.038858,1,1,1,1
0.524000,0.004000,0.514012,0.183283,-0.311312,-9.904845,0.022298,1,1,1,1
0.528000,0.004000,0.490009,0.183802,-0.537512,-9.874003,0.070366,1,1,1,1
0.532000,0.004000,0.481044,0.237655,-0.133315,-9.936540,0.070635,1,1,1,1
0.536000,0.004000,0.514567,0.218650,-0.268593,-9.998114,0.032975,1,1,1,1
0.540000,0.004000,0.500207,0.230283,-0.359640,-9.846853,0.040471,1,1,1,1
0.544000,0.004000,0.491541,0.181548,-0.113989,-9.799987,0.059160,1,1,1,1
0.548000,0.004000,0.508822,0.220192,-0.135199,-9.851114,0.019702,1,1,1,1
0.552000,0.004000,0.509854,0.199467,-0.249573,-9.866744,0.032854,1,1,1,1
0.556000,0.004000,0.531680,0.211706,-0.216408,-9.648522,0.058580,1,1,1,1
0.560000,0.004000,0.505626,0.200208,-0.342585,-9.726599,0.061911,1,1,1,1
0.564000,0.004000,0.514864,0.183068,-0.170186,-9.784390,0.005582,1,1,1,1
0.568000,0.004000,0.510495,0.204640,-0.001465,-9.747252,0.075387,1,1,1,1
0.572000,0.004000,0.494857,0.197850,-0.136321,-9.807341,0.041788,1,1,1,1
0.576000,0.004000,0.485551,0.192383,-0.265476,-9.764597,0.052652,1,1,1,1
0.580000,0.004000,0.491840,0.186605,-0.405249,-9.961599,0.026032,1,1,1,1
0.584000,0.004000,0.509750,0.186277,-0.436904,-9.617035,0.037135,1,1,1,1
0.588000,0.004000,0.494561,0.190567,-0.434742,-9.714349,0.037003,1,1,1,1
0.592000,0.004000,0.513898,0.216673,-0.288384,-9.957663,0.052227,1,1,1,1
0.596000,0.004000,0.509585,0.233273,-0.384459,-9.836261,0.056889,1,1,1,1
0.600000,0.004000,0.531278,0.169190,-0.121777,-9.674289,0.044038,1,1,1,1
0.604000,0.004000,0.472882,0.170968,-0.438058,-9.837318,0.095045,1,1,1,1
0.608000,0.004000,0.510210,0.213717,-0.193380,-9.886481,0.075373,1,1,1,1
0.612000,0.004000,0.507675,0.206714,-0.372876,-9.790955,0.071626,1,1,1,1
0.616000,0.004000,0.513531,0.168355,-0.348492,-9.976238,0.081917,1,1,1,1
0.620000,0.004000,0.542464,0.183658,-0.471859,-9.768625,0.065071,1,1,1,1
0.624000,0.004000,0.533526,0.181652,-0.467809,-9.843342,0.074368,1,1,1,1
0.628000,0.004000,0.514099,0.230949,-0.182596,-9.847015,0.034296,1,1,1,1
0.632000,0.004000,0.533922,0.157782,-0.391453,-9.735146,0.046292,1,1,1,1
0.636000,0.004000,0.520411,0.181563,-0.311391,-9.736709,0.069142,1,1,1,1
0.640000,0.004000,0.495523,0.215651,-0.330384,-9.605765,0.081098,1,1,1,1
0.644000,0.004000,0.504061,0.177697,-0.370719,-9.852920,0.044328,1,1,1,1
0.648000,0.004000,0.523704,0.196856,-0.448674,-9.925944,0.046962,1,1,1,1
0.652000,0.004000,0.487941,0.218496,-0.197616,-9.718801,0.048973,1,1,1,1
0.656000,0.004000,0.523330,0.169933,-0.350398,-9.862442,0.044913,1,1,1,1
0.660000,0.004000,0.534394,0.195184,-0.283257,-9.701565,0.055848,1,1,1,1
0.664000,0.004000,0.496089,0.235303,-0.268504,-9.898931,0.098432,1,1,1,1
0.668000,0.004000,0.521800,0.216987,-0.013910,-9.668849,0.068319,1,1,1,1
0.672000,0.004000,0.489470,0.198605,-0.442387,-9.902244,0.072672,1,1,1,1
0.676000,0.004000,0.498070,0.183608,-0.259643,-9.658757,0.045593,1,1,1,1
0.680000,0.004000,0.520377,0.222980,-0.410303,-9.913338,0.067961,1,1,1,1
0.684000,0.004000,0.499412,0.188391,-0.429102,-9.850958,0.049074,1,1,1,1
0.688000,0.004000,0.522166,0.196513,-0.222756,-9.810501,0.067118,1,1,1,1
0.692000,0.004000,0.509568,0.213777,-0.659173,-9.694403,0.040958,1,1,1,1
0.696000,0.004000,0.513927,0.227974,-0.352763,-9.715794,0.040782,1,1,1,1
0.700000,0.004000,0.492582,0.222485,-0.377259,-9.757249,0.070442,1,1,1,1
0.704000,0.004000,0.482463,0.188063,-0.200856,-9.674219,0.091476,1,1,1,1
0.708000,0.004000,0.509758,0.229022,-0.117937,-9.900883,0.059763,1,1,1,1
0.712000,0.004000,0.524313,0.171430,-0.593160,-9.692127,0.093559,1,1,1,1
0.716000,0.004000,0.536153,0.223487,-0.202626,-10.010001,0.062017,1,1,1,1
0.720000,0.004000,0.505450,0.217233,-0.347152,-9.825093,0.064239,1,1,1,1
0.724000,0.004000,0.515510,0.151245,-0.412396,-9.939479,0.085408,1,1,1,1
0.728000,0.004000,0.499314,0.181473,-0.235782,-9.590238,0.048429,1,1,1,1
0.732000,0.004000,0.487840,0.196370,-0.333303,-9.757566,0.017902,1,1,1,1
0.736000,0.004000,0.500345,0.185200,-0.233298,-9.925649,0.074735,1,1,1,1
0.740000,0.004000,0.536411,0.215717,-0.499017,-9.626390,0.040115,1,1,1,1
0.744000,0.004000,0.515498,0.214073,-0.290288,-9.971214,0.057597,1,1,1,1
0.748000,0.004000,0.503226,0.202159,-0.442517,-9.941720,0.081388,1,1,1,1
0.752000,0.004000,0.511108,0.180612,-0.364048,-9.703148,0.054587,1,1,1,1
0.756000,0.004000,0.522094,0.210790,-0.191983,-9.932242,0.044207,1,1,1,1
0.760000,0.004000,0.518656,0.184883,-0.354297,-9.926224,0.055742,1,1,1,1
0.764000,0.004000,0.519810,0.187809,-0.411931,-9.778822,0.058548,1,1,1,1
0.768000,0.004000,0.528308,0.193798,-0.344310,-9.902266,0.053338,1,1,1,1
0.772000,0.004000,0.543345,0.174113,-0.297730,-10.072223,0.056062,1,1,1,1
0.776000,0.004000,0.539225,0.197518,-0.373973,-9.565503,0.096271,1,1,1,1
0.780000,0.004000,0.514380,0.213375,-0.302437,-9.709421,0.045152,1,1,1,1
0.784000,0.004000,0.498740,0.235857,-0.399425,-9.912159,0.073090,1,1,1,1
0.788000,0.004000,0.514599,0.212393,-0.386667,-9.705652,0.086475,1,1,1,1
0.792000,0.004000,0.540089,0.172540,-0.269066,-9.851436,0.071149,1,1,1,1
0.796000,0.004000,0.527934,0.197755,-0.524495,-9.848801,0.058030,1,1,1,1
0.800000,0.004000,0.502288,0.155065,-0.356415,-9.811317,0.091741,1,1,1,1
0.804000,0.004000,0.511038,0.179487,-0.407701,-9.753275,0.086407,1,1,1,1
0.808000,0.004000,0.503921,0.210220,-0.494968,-9.816648,0.027952,1,1,1,1
0.812000,0.004000,0.529003,0.211736,-0.407795,-9.623030,0.070239,1,1,1,1
0.816000,0.004000,0.504755,0.157380,-0.229132,-9.734291,0.096825,1,1,1,1
0.820000,0.004000,0.493421,0.234061,-0.258326,-9.898620,0.036638,1,1,1,1
0.824000,0.004000,0.509268,0.179033,-0.155557,-9.786546,0.116330,1,1,1,1
0.828000,0.004000,0.539721,0.174154,-0.278105,-9.787714,0.093198,1,1,1,1
0.832000,0.004000,0.495906,0.229272,-0.429269,-9.818042,0.051056,1,1,1,1
0.836000,0.004000,0.526282,0.163320,-0.241411,-9.795286,0.061524,1,1,1,1
0.840000,0.004000,0.508960,0.227140,-0.531499,-9.884036,0.095811,1,1,1,1
0.844000,0.004000,0.519842,0.179308,-0.462157,-9.757903,0.048251,1,1,1,1
0.848000,0.004000,0.512670,0.203652,-0.341605,-9.924228,0.083374,1,1,1,1
0.852000,0.004000,0.517075,0.209394,-0.557663,-9.938718,0.079477,1,1,1,1
0.856000,0.004000,0.509819,0.185461,-0.411012,-9.989251,0.058300,1,1,1,1
0.860000,0.004000,0.493314,0.183290,-0.498422,-9.838088,0.057895,1,1,1,1
0.864000,0.004000,0.542750,0.210148,-0.399317,-9.721374,0.071512,1,1,1,1
0.868000,0.004000,0.516492,0.196899,-0.401684,-9.932569,0.086063,1,1,1,1
0.872000,0.004000,0.498074,0.206461,-0.370061,-9.993134,0.052768,1,1,1,1
0.876000,0.004000,0.536583,0.177613,-0.381332,-9.448523,0.042400,1,1,1,1
0.880000,0.004000,0.504149,0.200197,-0.644103,-9.744173,0.095902,1,1,1,1
0.884000,0.004000,0.521846,0.229346,-0.469259,-9.760006,0.064520,1,1,1,1
0.888000,0.004000,0.523851,0.171112,-0.474354,-9.870634,0.041046,1,1,1,1
0.892000,0.004000,0.519023,0.196516,-0.485748,-9.854717,0.073263,1,1,1,1
0.896000,0.004000,0.504388,0.168613,-0.195152,-9.755886,0.058886,1,1,1,1
0.900000,0.004000,0.521391,0.223929,-0.541957,-10.093993,0.075740,1,1,1,1
0.904000,0.004000,0.526347,0.219698,-0.396566,-9.817734,0.081299,1,1,1,1
0.908000,0.004000,0.516353,0.189696,-0.303069,-9.758444,0.084165,1,1,1,1
0.912000,0.004000,0.523805,0.170745,-0.207318,-9.816426,0.084524,1,1,1,1
0.916000,0.004000,0.514638,0.212038,-0.120858,-9.791134,0.096411,1,1,1,1
0.920000,0.004000,0.497186,0.174557,-0.480227,-9.708143,0.075941,1,1,1,1
0.924000,0.004000,0.524970,0.202729,-0.620153,-9.688510,0.115511,1,1,1,1
0.928000,0.004000,0.533643,0.184534,-0.530817,-9.885938,0.104960,1,1,1,1
0.932000,0.004000,0.531601,0.175508,-0.268162,-9.783990,0.076178,1,1,1,1
0.936000,0.004000,0.510845,0.222976,-0.236594,-9.644171,0.120613,1,1,1,1
0.940000,0.004000,0.530720,0.178712,-0.483016,-9.690500,0.071048,1,1,1,1
0.944000,0.004000,0.521600,0.183133,-0.441351,-9.902481,0.106943,1,1,1,1
0.948000,0.004000,0.511035,0.227467,-0.469814,-9.999262,0.086965,1,1,1,1
0.952000,0.004000,0.501300,0.169032,-0.106447,-9.877933,0.085278,1,1,1,1
0.956000,0.004000,0.487957,0.212464,-0.405449,-9.646403,0.079535,1,1,1,1
0.960000,0.004000,0.507453,0.202316,-0.432855,-9.627535,0.075894,1,1,1,1
0.964000,0.004000,0.509808,0.199403,-0.256577,-9.936355,0.092053,1,1,1,1
0.968000,0.004000,0.509832,0.232511,-0.609451,-9.775596,0.078719,1,1,1,1
0.972000,0.004000,0.547784,0.201141,-0.327909,-9.792594,0.066690,1,1,1,1
0.976000,0.004000,0.509684,0.158119,-0.574967,-9.809196,0.074007,1,1,1,1
0.980000,0.004000,0.508079,0.193967,-0.255982,-9.845961,0.085333,1,1,1,1
0.984000,0.004000,0.517833,0.188813,-0.727640,-9.861512,0.092884,1,1,1,1
0.988000,0.004000,0.517670,0.168838,-0.497694,-9.846622,0.079736,1,1,1,1
0.992000,0.004000,0.531329,0.187611,-0.554785,-9.852192,0.095882,1,1,1,1
0.996000,0.004000,0.511303,0.213424,-0.551972,-9.853435,0.101932,1,1,1,1
1.000000,0.004000,0.533964,0.227304,-0.313249,-9.795796,0.076048,1,1,1,1
1.004000,0.004000,0.529153,0.151293,-0.612584,-10.021718,0.118595,1,1,1,1
1.008000,0.004000,0.512236,0.157201,-0.639180,-9.844407,0.085361,1,1,1,1
1.012000,0.004000,0.554338,0.216726,-0.581710,-9.725836,0.079781,1,1,1,1
1.016000,0.004000,0.516931,0.169697,-0.559899,-9.846966,0.090594,1,1,1,1
1.020000,0.004000,0.526574,0.209158,-0.468604,-9.811710,0.069508,1,1,1,1
1.024000,0.004000,0.509331,0.158383,-0.398945,-9.873077,0.077012,1,1,1,1
1.028000,0.004000,0.519667,0.178480,-0.307852,-9.778715,0.091289,1,1,1,1
1.032000,0.004000,0.532325,0.197054,-0.637228,-9.719122,0.088192,1,1,1,1
1.036000,0.004000,0.533608,0.212965,-0.360117,-9.897955,0.048093,1,1,1,1
1.040000,0.004000,0.536040,0.190484,-0.480253,-9.895435,0.087468,1,1,1,1
1.044000,0.004000,0.500660,0.175242,-0.546689,-9.838371,0.098550,1,1,1,1
1.048000,0.004000,0.499768,0.203872,-0.593421,-9.836971,0.085152,1,1,1,1
1.052000,0.004000,0.494590,0.212092,-0.384555,-9.926622,0.091880,1,1,1,1
1.056000,0.004000,0.520275,0.209580,-0.373072,-9.798551,0.131654,1,1,1,1
1.060000,0.004000,0.521038,0.157495,-0.742121,-9.739750,0.109243,1,1,1,1
1.064000,0.004000,0.543207,0.149050,-0.523701,-9.806032,0.133611,1,1,1,1
1.068000,0.004000,0.526535,0.204419,-0.621627,-9.813946,0.135609,1,1,1,1
1.072000,0.004000,0.551890,0.141135,-0.404835,-9.759007,0.093974,1,1,1,1
1.076000,0.004000,0.559791,0.166759,-0.583236,-9.904707,0.097659,1,1,1,1
1.080000,0.004000,0.546554,0.168239,-0.450887,-9.645050,0.095548,1,1,1,1
1.084000,0.004000,0.514113,0.141598,-0.436935,-9.791860,0.121883,1,1,1,1
1.088000,0.004000,0.538594,0.188476,-0.314896,-9.726677,0.106142,1,1,1,1
1.092000,0.004000,0.537377,0.217079,-0.741047,-9.697973,0.071891,1,1,1,1
1.096000,0.004000,0.532978,0.194676,-0.257840,-9.702606,0.097631,1,1,1,1
1.100000,0.004000,0.494343,0.146435,-0.511951,-9.801591,0.068079,1,1,1,1
1.104000,0.004000,0.512288,0.166914,-0.498505,-9.824286,0.062369,1,1,1,1
1.108000,0.004000,0.542251,0.205337,-0.523394,-9.655355,0.129171,1,1,1,1
1.112000,0.004000,0.513066,0.222504,-0.608659,-9.555159,0.039270,1,1,1,1
1.116000,0.004000,0.521863,0.211872,-0.732089,-9.833785,0.086069,1,1,1,1
1.120000,0.004000,0.529667,0.172125,-0.506186,-9.775698,0.116775,1,1,1,1
1.124000,0.004000,0.510513,0.233104,-0.751319,-9.765601,0.086316,1,1,1,1
1.128000,0.004000,0.523811,0.152968,-0.431794,-9.826258,0.108138,1,1,1,1
1.132000,0.004000,0.504459,0.195800,-0.571069,-9.788536,0.106338,1,1,1,1
1.136000,0.004000,0.536243,0.182308,-0.401901,-9.783856,0.105573,1,1,1,1
1.140000,0.004000,0.550677,0.185540,-0.424897,-9.772721,0.090829,1,1,1,1
1.144000,0.004000,0.512301,0.188004,-0.775243,-9.818532,0.084546,1,1,1,1
1.148000,0.004000,0.491653,0.208862,-0.456638,-9.965394,0.091485,1,1,1,1
1.152000,0.004000,0.527268,0.142195,-0.595043,-9.680009,0.075538,1,1,1,1
1.156000,0.004000,0.522328,0.152997,-0.481986,-9.867051,0.075216,1,1,1,1
1.160000,0.004000,0.530489,0.187664,-0.544619,-9.889862,0.087304,1,1,1,1
1.164000,0.004000,0.528682,0.202705,-0.428419,-9.841620,0.143257,1,1,1,1
1.168000,0.004000,0.518981,0.178852,-0.508171,-9.715243,0.100033,1,1,1,1
1.172000,0.004000,0.500020,0.181390,-0.450435,-9.716186,0.096152,1,1,1,1
1.176000,0.004000,0.489710,0.189216,-0.671927,-9.758764,0.109318,1,1,1,1
1.180000,0.004000,0.500486,0.139107,-0.403882,-9.791437,0.099691,1,1,1,1
1.184000,0.004000,0.529413,0.202871,-0.502064,-9.887896,0.072114,1,1,1,1
1.188000,0.004000,0.531187,0.209357,-0.731411,-9.865083,0.101753,1,1,1,1
1.192000,0.004000,0.524827,0.239898,-0.496648,-9.602895,0.074609,1,1,1,1
1.196000,0.004000,0.542780,0.162767,-0.491759,-9.840458,0.074677,1,1,1,1
1.200000,0.004000,0.526940,0.196337,-0.740473,-9.626573,0.083060,1,1,1,1
1.204000,0.004000,0.511348,0.201517,-0.454229,-9.851233,0.095937,1,1,1,1
1.208000,0.004000,0.536222,0.222965,-0.485382,-9.909653,0.086663,1,1,1,1
1.212000,0.004000,0.518514,0.203151,-0.358896,-9.797099,0.110601,1,1,1,1
1.216000,0.004000,0.532004,0.207840,-0.789828,-9.841713,0.094662,1,1,1,1
1.220000,0.004000,0.528839,0.172509,-0.570744,-9.777955,0.053384,1,1,1,1
1.224000,0.004000,0.506045,0.188860,-0.818753,-9.736995,0.143115,1,1,1,1
1.228000,0.004000,0.512338,0.191812,-0.619446,-9.973895,0.070054,1,1,1,1
