Attitude Estimation Problem
timestamp,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
0.057000,-0.000610,0.000045,0.000339,0.025246,0.017400,8.306711,16.689913,1.057773,34.840955
0.058000,-0.000569,0.000050,0.000338,0.014993,0.019880,8.314212,17.062409,1.173627,34.438901
0.059000,-0.000615,0.000063,0.000401,-0.033012,0.041844,8.357460,17.165830,0.840006,34.488728
0.060000,-0.000536,0.000134,0.000389,-0.016327,0.056576,8.325183,17.010861,1.075266,34.377441
0.061000,-0.000070,-0.000072,0.000218,-0.031170,0.017932,8.307094,16.774616,1.073993,34.619548
0.062000,-0.000067,-0.000027,0.000193,-0.001954,0.044433,8.363663,17.078506,1.163145,34.497179
0.063000,-0.000052,0.000014,0.000218,-0.024429,0.026198,8.308314,17.111040,0.915999,34.486395
0.064000,-0.000050,-0.000042,0.000172,-0.021139,0.037897,8.326411,17.122382,1.420083,34.679226
0.065000,0.000142,0.000015,0.000147,-0.032145,0.036340,8.302075,17.162529,1.132419,34.083905
0.066000,0.000158,0.000042,0.000083,0.004667,0.061574,8.335718,17.118328,1.158823,34.552484
0.067000,0.000122,-0.000011,0.000077,0.008008,0.025314,8.327729,17.048518,0.802333,34.452719
0.068000,0.000210,-0.000007,0.000121,0.015786,0.045337,8.324380,16.896258,1.175983,34.825524
0.069000,-0.000422,0.000342,0.000348,0.008809,0.009427,8.311573,17.429627,0.819646,34.407451
0.070000,-0.000402,0.000317,0.000321,0.018690,0.052950,8.328268,16.912381,0.787152,34.343108
0.071000,-0.000386,0.000308,0.000306,0.034243,0.046212,8.321680,16.957491,1.151836,34.397941
0.072000,-0.000433,0.000325,0.000380,-0.020178,0.064975,8.341914,17.259676,1.246794,34.591167
0.073000,-0.000393,0.000314,0.000346,0.040677,0.079654,8.300431,17.293582,0.721069,34.428709
0.074000,-0.000362,0.000325,0.000329,-0.021485,-0.021777,8.344899,17.093265,1.026312,34.811603
0.075000,-0.000360,0.000706,0.000985,0.017644,0.037926,8.301657,16.864316,0.879827,34.519893
0.076000,-0.000385,0.000665,0.000904,0.002606,0.039676,8.342164,16.956811,0.782377,34.444467
0.077000,-0.000482,0.000845,0.000774,0.009899,0.049332,8.323878,17.009398,1.262092,34.339738
0.078000,-0.000537,0.000837,0.000748,0.028211,0.048681,8.302447,17.213724,1.228266,34.437551
0.079000,-0.000548,0.000815,0.000768,0.032394,0.060650,8.335767,17.106717,1.094108,34.615502
0.080000,-0.000525,0.000790,0.000788,0.010035,0.069378,8.293446,17.072446,0.852338,34.663960
0.081000,-0.000487,0.000801,0.000796,0.029396,0.026326,8.348464,16.984453,0.988606,34.570220
0.082000,-0.000580,0.000799,0.000753,0.006788,0.010862,8.316369,17.221479,1.354484,34.394223
0.083000,-0.001500,0.001182,0.001299,0.024953,0.031673,8.313849,17.066657,0.697000,34.821792
0.084000,-0.001442,0.001172,0.001310,-0.008326,0.048850,8.361681,17.064936,0.925174,34.546467
0.085000,-0.001480,0.001200,0.001336,-0.038838,0.092361,8.330489,17.076246,0.841842,34.765296
0.086000,-0.001455,0.001243,0.001304,0.016021,0.027078,8.326310,17.180621,1.133837,34.405441
0.087000,-0.001232,0.001354,0.001201,0.008191,0.014710,8.310135,16.914931,0.960823,34.690589
0.088000,-0.001207,0.001334,0.001199,0.028184,0.004552,8.335274,17.152972,0.832811,34.665145
0.089000,-0.001204,0.001431,0.001246,-0.003184,0.016472,8.366143,16.868987,0.855109,34.566908
0.090000,-0.001233,0.001354,0.001156,-0.014971,0.013046,8.322611,16.830535,0.796882,34.835571
0.091000,-0.002088,0.001626,0.001520,-0.011235,0.035945,8.329514,17.319392,1.423542,34.623380
0.092000,-0.002091,0.001600,0.001430,0.008980,0.033301,8.312222,17.180336,0.952463,34.469089
0.093000,-0.002079,0.001590,0.001474,0.017209,0.033529,8.316387,17.224044,1.244613,34.688187
0.094000,-0.002104,0.001618,0.001442,0.034065,0.033318,8.348400,16.894215,1.057571,34.388289
0.095000,-0.002048,0.001566,0.001484,0.028947,0.061712,8.340318,16.993443,1.297256,34.305584
0.096000,-0.002037,0.001560,0.001599,0.004184,0.034439,8.321458,17.473723,1.087803,34.446919
0.097000,-0.002042,0.001500,0.001526,-0.039510,0.050208,8.331310,17.069002,0.849874,34.431379
0.098000,-0.001964,0.001484,0.001511,0.020818,0.033337,8.339787,17.069931,0.918372,34.357031
0.099000,-0.001991,0.001526,0.001508,-0.023617,0.012102,8.276450,17.013104,0.728377,34.291778
0.100000,-0.002012,0.001475,0.001512,0.001437,0.020085,8.308165,16.808715,1.303541,34.614974
0.101000,-0.002472,0.002098,0.003010,0.010877,0.027062,8.297484,17.170437,0.983583,34.634404
0.102000,-0.002452,0.002119,0.003033,0.055425,0.034875,8.304540,17.282107,1.059845,34.852923
0.103000,-0.002456,0.002092,0.003032,-0.009412,0.032109,8.322847,17.048340,1.096524,34.672573
0.104000,-0.002486,0.002098,0.003029,0.030334,0.033978,8.363790,16.875871,0.989237,34.182218
0.105000,-0.002759,0.002499,0.002922,-0.004663,0.044155,8.346988,17.030333,0.927082,34.471723
0.106000,-0.002838,0.002426,0.002946,0.028135,0.061986,8.320896,16.976763,1.079344,34.366407
0.107000,-0.002810,0.002468,0.002867,0.003905,-0.014487,8.322428,17.413530,1.089891,34.382416
0.108000,-0.002793,0.002469,0.002885,0.025999,0.053569,8.324637,17.179800,1.172080,34.608269
0.109000,-0.003875,0.003031,0.003341,0.038232,0.027710,8.311940,16.861235,1.411252,34.660410
0.110000,-0.003869,0.003020,0.003335,-0.005496,0.012787,8.338931,16.814555,1.020322,34.494821
0.111000,-0.003856,0.003064,0.003270,0.009736,0.047688,8.318025,17.056047,0.749868,34.547788
0.112000,-0.003866,0.003028,0.003347,0.002723,-0.008570,8.333967,16.894562,0.912314,34.612020
0.113000,-0.003666,0.003463,0.003217,0.005858,0.013134,8.324270,16.962764,0.923522,34.695462
0.114000,-0.003607,0.003468,0.003230,-0.001364,0.070870,8.304984,16.883279,0.854371,34.295799
0.115000,-0.003665,0.003507,0.003176,0.010489,0.013269,8.315132,16.895826,1.003989,34.660762
0.116000,-0.003669,0.003542,0.003221,0.009358,0.030971,8.326260,16.898925,1.096415,34.557899
0.117000,-0.003612,0.003538,0.003213,0.010456,0.025247,8.344209,16.787753,1.012381,34.767792
0.118000,-0.003609,0.003517,0.003227,-0.002442,0.033205,8.333666,16.689471,1.364884,34.420135
0.119000,-0.002687,0.002651,0.003577,0.008273,0.048140,8.332772,16.736205,1.005084,34.697917
0.120000,-0.002654,0.002618,0.003616,0.013131,0.028566,8.304830,16.999800,1.038293,34.946230
0.121000,-0.002492,0.002201,0.002199,-0.025132,0.001417,8.361925,17.093376,1.552733,34.781528
0.122000,-0.002437,0.002187,0.002136,-0.040981,0.059156,8.309829,17.063612,1.034182,34.476388
0.123000,-0.002489,0.002139,0.002165,0.027543,-0.009348,8.321640,17.101693,1.086080,34.460106
0.124000,-0.002447,0.002187,0.002160,0.032921,0.049425,8.319580,16.787679,1.232322,34.725554
0.125000,-0.002517,0.002173,0.002146,-0.035596,0.008355,8.354392,16.780455,1.010590,34.735918
0.126000,-0.002506,0.002180,0.002208,-0.003457,0.033553,8.332098,17.231356,0.843827,34.727296
0.127000,-0.002473,0.002106,0.002182,-0.022724,0.043193,8.317920,17.056230,1.052282,34.360979
0.128000,-0.002489,0.002181,0.002217,0.009451,0.023304,8.294660,16.233111,0.827521,34.641539
0.129000,-0.001944,0.001636,0.001630,-0.005103,0.047865,8.334327,17.013616,1.102449,34.751300
0.130000,-0.001930,0.001694,0.001621,0.004125,0.053038,8.322275,16.989462,0.894453,34.116913
0.131000,-0.001863,0.001640,0.001632,0.004622,0.025238,8.345670,16.754915,0.718855,34.645493
0.132000,-0.001856,0.001665,0.001620,0.009352,0.023666,8.296356,16.991277,0.873984,34.413298
0.133000,-0.002439,0.001775,0.002848,0.025740,0.019873,8.327834,16.902895,1.154685,34.556300
0.134000,-0.002453,0.001806,0.002880,0.050882,0.051018,8.358868,17.243897,0.554072,34.640983
0.135000,-0.001541,0.001706,0.001841,-0.007421,0.056438,8.326919,16.959649,0.922331,34.799009
0.136000,-0.001535,0.001688,0.001806,0.010796,0.075579,8.320762,16.977691,1.071242,34.342296
0.137000,-0.001492,0.001708,0.001836,0.003789,0.016605,8.344296,17.059698,0.669829,34.527398
0.138000,-0.001493,0.001728,0.001816,-0.007918,0.055427,8.293111,17.126936,1.189459,34.380898
0.139000,-0.001454,0.001701,0.001749,0.014436,0.021813,8.341111,16.950720,0.852133,34.489564
0.140000,-0.001475,0.001697,0.001807,0.003085,0.023985,8.318586,16.866869,0.560542,34.337646
0.141000,-0.000935,0.001182,0.000503,-0.013799,0.051665,8.305236,17.043097,0.947569,34.644921
0.142000,-0.001014,0.001204,0.000550,-0.002047,0.041725,8.358916,17.214743,0.889450,34.233072
0.143000,-0.000958,0.001234,0.000499,0.003141,0.029866,8.331898,17.130130,0.974126,34.488805
0.144000,-0.001035,0.001226,0.000524,-0.038492,0.010578,8.318812,17.287529,1.062774,34.562294
0.145000,-0.001157,0.001117,0.000857,-0.011068,0.002458,8.343677,17.083943,1.139620,34.405790
0.146000,-0.001147,0.001103,0.000868,0.008538,0.037556,8.312387,16.882754,0.930757,34.311720
0.147000,-0.001187,0.001092,0.000860,0.004892,0.045092,8.321039,17.043547,0.994489,34.525421
0.148000,-0.001146,0.001085,0.000868,0.012246,0.018657,8.328346,16.982631,1.294218,34.719919
0.149000,-0.000638,0.000779,0.000594,0.026313,0.059546,8.353151,17.033520,0.993647,34.803870
0.150000,-0.000686,0.000749,0.000534,0.009027,0.035336,8.317331,16.939590,0.789666,34.582436
0.151000,-0.000696,0.000766,0.000595,-0.033184,0.007574,8.322992,17.131924,1.069776,34.698213
0.152000,-0.000638,0.000788,0.000606,0.001072,0.063165,8.352893,16.911021,0.704286,34.426130
0.153000,-0.000596,0.000782,0.000615,-0.010593,0.051184,8.316761,17.164225,0.797992,34.166199
0.154000,-0.000628,0.000761,0.000562,0.017007,0.050931,8.351427,17.079898,0.866318,34.206044
0.155000,-0.000417,0.000143,-0.000122,-0.006692,0.055128,8.288617,17.066442,0.901142,34.861669
0.156000,-0.000355,0.000216,-0.000150,0.029377,0.034168,8.326306,17.069210,1.088462,34.535464
0.157000,-0.000367,0.000142,-0.000101,-0.037845,0.026832,8.353713,16.936970,0.881597,34.747040
0.158000,-0.000383,0.000120,-0.000091,-0.005367,0.049052,8.327078,17.196148,0.688735,34.298238
0.159000,-0.000115,-0.000135,0.000607,0.024667,0.038527,8.307591,16.822235,1.179749,34.205228
0.160000,-0.000117,-0.000111,0.000633,0.004378,0.066952,8.336415,17.203615,1.052247,34.567069
0.161000,-0.000092,-0.000114,0.000674,0.000893,0.080149,8.349755,16.960973,1.204482,34.560643
0.162000,-0.000110,-0.000162,0.000666,0.019711,0.041062,8.341106,16.773868,0.742105,34.221908
0.163000,0.000064,0.000062,-0.000469,0.018622,-0.009351,8.334344,17.283354,1.249877,34.748058
0.164000,0.000071,0.000042,-0.000428,-0.000001,0.024587,8.322440,17.024526,0.700697,34.335719
0.165000,0.000134,0.000034,-0.000480,-0.028131,-0.001723,8.351516,16.861588,0.966705,34.806080
0.166000,0.000108,0.000010,-0.000475,0.012561,-0.013990,8.314758,17.318642,0.881439,34.107895
0.167000,-0.000080,-0.000033,0.000306,0.020998,0.029020,8.351485,16.827274,1.204503,34.583405
0.168000,-0.000120,-0.000099,0.000296,0.024410,0.007308,8.323491,16.983587,0.893555,34.394124
0.169000,-0.000090,-0.000051,0.000379,-0.005792,0.006652,8.297056,16.820192,1.374692,34.869855
0.170000,-0.000047,-0.000069,0.000336,-0.013009,0.021741,8.332092,16.893771,0.637595,34.571340
0.171000,0.000185,-0.000158,-0.000086,0.024301,0.045024,8.341511,17.023704,1.096513,34.703420
0.172000,0.000214,-0.000161,-0.000064,-0.002130,0.046827,8.323389,16.826707,1.222148,34.470733
0.173000,0.000169,-0.000150,-0.000022,-0.005654,0.072923,8.279388,17.169243,0.925142,34.716492
0.174000,0.000206,-0.000112,-0.000093,-0.034525,0.042388,8.321038,16.597021,1.117768,34.378491
0.175000,0.000217,-0.000339,0.000241,-0.025724,0.013408,8.307741,17.066297,1.215326,34.384028
0.176000,0.000183,-0.000329,0.000221,0.021248,0.059122,8.359441,16.867204,0.903866,34.454934
0.177000,0.000222,-0.000312,0.000256,-0.028783,0.007110,8.297432,16.849848,0.996007,34.569219
0.178000,0.000196,-0.000330,0.000238,0.029250,0.043092,8.327998,17.141378,0.817641,34.356873
0.179000,0.000231,-0.000391,0.000237,0.007894,0.033535,8.303774,17.029345,0.928329,34.495225
0.180000,0.000153,-0.000379,0.000284,0.013615,0.030929,8.302177,16.915953,1.039126,34.357154
0.181000,0.001275,-0.003377,-0.001444,0.014875,0.026107,8.330968,17.028783,0.916585,34.532224
0.182000,0.001169,-0.003370,-0.001338,0.000803,0.052677,8.330820,17.280785,0.722430,34.077908
0.183000,0.001262,-0.003373,-0.001391,-0.014467,0.041207,8.333533,16.938076,0.753937,33.958179
0.184000,0.001209,-0.003368,-0.001400,0.013691,0.055612,8.313960,17.389111,1.083642,34.667025
0.185000,0.001685,-0.004665,-0.002907,0.016888,-0.000041,8.323961,16.997828,1.056991,34.456987
0.186000,0.001704,-0.004707,-0.002892,-0.002079,0.063947,8.323228,17.209869,1.012451,34.531293
0.187000,0.001733,-0.004715,-0.002941,0.015758,-0.000758,8.319288,17.060644,1.258462,34.570485
0.188000,0.001728,-0.004691,-0.002878,-0.013528,0.084698,8.312935,16.854943,1.041012,34.632383
0.189000,0.002494,-0.006553,-0.003476,0.005071,0.037354,8.294330,17.025649,0.966350,34.332638
0.190000,0.002513,-0.006553,-0.003490,-0.006958,0.042985,8.328109,17.072456,0.742557,34.489623
0.191000,0.002478,-0.006607,-0.003471,-0.042682,0.023411,8.346965,16.925029,1.166043,34.836427
0.192000,0.002456,-0.006575,-0.003497,0.015621,0.059426,8.306506,16.833742,0.975936,34.477913
0.193000,0.002794,-0.008128,-0.005088,0.029657,0.033993,8.358487,17.143954,0.995549,34.462935
0.194000,0.002719,-0.008085,-0.005059,0.003962,-0.006374,8.343505,17.072813,0.935836,34.843581
0.195000,0.002760,-0.008069,-0.005070,-0.004980,0.027348,8.297080,16.902125,1.026978,34.635468
0.196000,0.002770,-0.008091,-0.005046,0.036742,0.024450,8.358140,17.139775,0.920163,34.800750
0.197000,0.003300,-0.010627,-0.006726,-0.004575,0.016278,8.352988,16.653225,0.767028,34.664799
0.198000,0.003292,-0.010583,-0.006743,0.002732,0.033731,8.300538,16.886465,0.797200,34.446766
0.199000,0.003274,-0.010659,-0.006769,-0.004928,0.043685,8.300184,16.905025,1.100977,34.710828
0.200000,0.003246,-0.010660,-0.006743,-0.006481,0.026590,8.327721,17.073760,1.181647,34.269299
0.201000,0.004799,-0.012005,-0.007726,0.034325,0.029060,8.312457,17.071773,1.238455,34.724391
0.202000,0.004813,-0.011988,-0.007709,0.059970,0.026414,8.322536,17.334271,0.865385,34.712686
0.203000,0.004771,-0.011996,-0.007700,-0.002523,0.029608,8.327949,16.975748,1.094017,34.788323
0.204000,0.004752,-0.012013,-0.007698,0.023360,0.043375,8.348100,16.905394,0.622130,34.891509
0.205000,0.004766,-0.012006,-0.007743,0.025946,0.039475,8.333969,17.152824,0.959322,34.504143
0.206000,0.004828,-0.011980,-0.007709,0.027352,0.012903,8.376755,16.655348,1.020462,34.432929
0.207000,0.005314,-0.014592,-0.008942,-0.005219,0.028277,8.301944,17.069794,0.986420,33.884146
0.208000,0.005297,-0.014557,-0.008894,-0.018598,0.055040,8.372158,17.154573,1.017325,34.596919
0.209000,0.005359,-0.014555,-0.008937,-0.006077,0.042447,8.330820,17.025335,0.990679,34.567678
0.210000,0.005309,-0.014481,-0.008945,0.025653,0.080227,8.357050,17.114003,1.073214,34.588608
0.211000,0.006392,-0.015640,-0.010657,0.000803,0.046204,8.339045,17.418058,0.842120,34.461621
0.212000,0.006352,-0.015697,-0.010627,0.005342,0.013497,8.310274,17.388387,0.952607,34.713069
0.213000,0.006410,-0.015679,-0.010659,0.029031,0.060881,8.322195,17.088866,0.938905,34.723316
0.214000,0.006401,-0.015701,-0.010576,0.011275,0.059845,8.292015,17.163170,0.687659,34.566460
0.215000,0.006936,-0.017988,-0.011294,-0.002838,0.076450,8.332416,16.872198,1.228524,34.870561
0.216000,0.006975,-0.017959,-0.011358,-0.016457,0.038184,8.346977,17.425545,1.052939,34.443484
0.217000,0.006971,-0.017999,-0.011304,-0.044885,0.039433,8.318871,17.127112,0.803451,34.983968
0.218000,0.006917,-0.017958,-0.011334,-0.026494,0.037588,8.323629,17.295833,1.043597,34.723867
0.219000,0.006922,-0.017949,-0.011305,0.006281,0.028972,8.305786,16.971610,0.771906,34.105069
0.220000,0.006941,-0.017929,-0.011324,-0.022417,0.022126,8.343707,17.082955,0.945692,34.631196
0.221000,0.007116,-0.019325,-0.012518,0.011780,0.034718,8.305414,17.070128,1.077549,34.687075
0.222000,0.007128,-0.019346,-0.012511,-0.000297,0.051037,8.336559,16.786953,1.154110,34.452147
0.223000,0.008298,-0.021457,-0.014089,-0.002200,-0.016415,8.312772,17.168707,1.184174,34.728364
0.224000,0.008304,-0.021361,-0.014038,-0.002130,0.018020,8.318049,17.094601,1.022145,34.701561
0.225000,0.008208,-0.021439,-0.014035,0.024248,0.035629,8.346337,16.781236,0.804957,34.475554
0.226000,0.008256,-0.021462,-0.014011,-0.022452,0.030299,8.287281,16.814402,0.936461,34.466107
0.227000,0.008272,-0.021472,-0.014007,-0.000458,0.015435,8.352216,17.088681,0.978374,34.734622
0.228000,0.008314,-0.021427,-0.014038,0.016585,0.057052,8.317722,17.183019,0.976173,34.464026
0.229000,0.008469,-0.021978,-0.014910,-0.012053,0.015456,8.331732,17.064210,0.984651,35.013100
0.230000,0.008475,-0.022006,-0.014818,0.045194,0.045047,8.318823,16.793316,0.812498,34.320757
0.231000,0.008465,-0.021951,-0.014899,0.005072,0.036171,8.367245,17.126740,1.035744,34.416673
0.232000,0.008486,-0.021985,-0.014894,0.033938,0.042116,8.328592,17.248251,1.063259,34.707425
0.233000,0.008478,-0.021961,-0.014882,0.015284,0.046912,8.318048,17.308207,0.582030,34.658398
0.234000,0.008425,-0.021994,-0.014897,-0.007587,0.057830,8.326823,16.828561,1.041186,34.511881
0.235000,0.008621,-0.021825,-0.013289,0.028747,0.070282,8.336877,17.072020,0.761581,34.724073
0.236000,0.008588,-0.021812,-0.013257,0.017030,0.101692,8.330553,16.829960,1.138777,34.249299
0.237000,0.008564,-0.021804,-0.013235,-0.012007,0.031563,8.357667,17.075883,1.342333,34.979762
0.238000,0.008615,-0.021862,-0.013220,-0.015929,0.022134,8.348689,16.768208,0.859497,34.423704
0.239000,0.008625,-0.021754,-0.013344,0.004873,0.035156,8.348022,17.515255,0.982592,34.731057
0.240000,0.008629,-0.021824,-0.013334,-0.003921,0.007838,8.298373,17.139286,0.765245,34.165333
0.241000,0.008635,-0.021787,-0.013368,0.022448,0.042749,8.312413,16.964171,1.443165,34.572884
0.242000,0.008609,-0.021833,-0.013329,-0.012466,0.032140,8.348892,17.286159,0.724098,34.460216
0.243000,0.008186,-0.021814,-0.013596,-0.005770,0.024302,8.302372,17.233816,0.787624,34.510167
0.244000,0.008152,-0.021807,-0.013560,0.003858,0.044550,8.369029,16.915015,1.157574,34.598886
0.245000,0.007976,-0.021542,-0.013973,0.015839,0.036718,8.343778,17.216895,1.166690,34.477871
0.246000,0.007971,-0.021544,-0.013977,0.025667,0.026220,8.372797,17.279245,0.885750,34.641906
0.247000,0.008029,-0.021489,-0.013957,0.011318,0.042702,8.337495,16.706980,0.856113,34.967135
0.248000,0.008004,-0.021522,-0.013923,0.018964,0.068762,8.314482,17.205136,1.118198,34.361877
0.249000,0.008007,-0.021542,-0.013936,0.027967,0.041389,8.346193,16.877349,0.950003,34.507297
0.250000,0.008024,-0.021500,-0.013954,0.008017,0.031072,8.341138,17.457718,1.197754,34.540839
0.251000,0.007511,-0.020824,-0.012847,0.019745,0.021661,8.353510,17.102251,1.147987,34.265416
0.252000,0.007483,-0.020829,-0.012887,0.027472,0.036768,8.316935,16.720137,1.145623,34.533000
0.253000,0.006918,-0.017670,-0.011677,0.020192,0.051640,8.294233,16.838108,0.599251,34.691026
0.254000,0.006898,-0.017631,-0.011709,0.020574,0.051539,8.278941,16.991013,1.080392,34.467693
0.255000,0.006862,-0.017686,-0.011607,0.017103,0.052445,8.338089,17.085496,0.889616,34.503459
0.256000,0.006912,-0.017642,-0.011678,0.029476,0.031891,8.305407,17.203867,0.951033,34.453770
0.257000,0.006873,-0.017652,-0.011647,-0.022847,0.060579,8.340552,17.210335,1.134476,34.298437
0.258000,0.006925,-0.017668,-0.011641,0.037154,0.023991,8.342584,17.088319,0.904122,34.519915
0.259000,0.006914,-0.017644,-0.011626,-0.016560,0.021138,8.328915,17.370749,1.074623,34.933917
0.260000,0.006865,-0.017725,-0.011622,0.027262,0.072585,8.321534,17.137391,0.973833,34.512862
0.261000,0.005521,-0.015360,-0.009082,-0.003439,0.020282,8.312505,17.123084,1.068446,34.325277
0.262000,0.005490,-0.015307,-0.008983,0.058932,0.054083,8.348808,17.051207,0.867031,34.714481
0.263000,0.005502,-0.015343,-0.009057,0.009457,0.038834,8.340475,16.725656,1.037162,34.223365
0.264000,0.005492,-0.015339,-0.009060,0.004205,0.033040,8.312769,17.180441,0.930426,34.165565
0.265000,0.005636,-0.013606,-0.009234,0.005496,0.039948,8.309805,17.279157,0.522830,34.509289
0.266000,0.005554,-0.013633,-0.009246,0.020401,0.044746,8.322760,17.231255,1.273213,34.204897
0.267000,0.004791,-0.012581,-0.007790,-0.001945,0.041164,8.316193,16.999106,1.217048,34.736676
0.268000,0.004796,-0.012599,-0.007798,0.015786,0.061231,8.301109,17.345692,1.502078,34.416659
0.269000,0.004732,-0.012614,-0.007822,0.058779,0.037666,8.334678,17.171119,0.942239,34.133923
0.270000,0.004746,-0.012568,-0.007764,-0.000120,0.062200,8.323840,17.082466,0.624943,34.413879
0.271000,0.004818,-0.012604,-0.007776,0.007217,0.027604,8.320959,16.817384,1.094016,34.364011
0.272000,0.004781,-0.012607,-0.007842,0.023706,0.042733,8.325569,16.756731,1.176540,34.397462
0.273000,0.004544,-0.009948,-0.006474,0.001009,0.023777,8.317080,17.017752,0.821661,34.734980
0.274000,0.004530,-0.009953,-0.006390,0.024719,0.052679,8.342445,17.153454,0.892183,34.144678
0.275000,0.004558,-0.009948,-0.006430,0.015492,0.047097,8.322976,17.585363,1.391901,34.791276
0.276000,0.004533,-0.009955,-0.006466,-0.019527,0.035047,8.318804,16.966541,0.914319,34.590269
0.277000,0.003304,-0.009099,-0.005478,-0.005270,0.027988,8.329096,16.930113,0.820423,34.793920
0.278000,0.003324,-0.009068,-0.005492,-0.007094,0.025124,8.357585,17.092005,0.795494,34.696298
0.279000,0.003304,-0.009053,-0.005414,-0.016484,0.035791,8.302854,16.992371,0.630115,34.293973
0.280000,0.003334,-0.009076,-0.005468,0.000754,0.035525,8.306458,17.003739,1.054033,34.545529
0.281000,0.002446,-0.006343,-0.003897,0.027537,0.066778,8.343344,17.339998,0.966143,34.422621
0.282000,0.002504,-0.006324,-0.003914,0.036678,0.011733,8.321471,17.343542,1.200513,34.471096
