Attitude Estimation Problem
timestamp,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
0.094000,-0.002213,0.001327,0.001313,-0.112323,0.026857,8.384264,17.169149,1.043657,34.369236
0.100000,-0.003127,0.001988,0.002055,-0.116627,0.039224,8.395738,17.089886,1.215149,34.474447
0.104000,-0.002535,0.001803,0.002813,-0.125757,0.034057,8.400554,16.729469,0.977619,34.363122
0.108000,-0.002774,0.002182,0.002654,-0.122689,0.026990,8.387763,16.989156,0.964697,34.208552
0.108000,0.000041,-0.000266,-0.000276,-0.106809,0.035327,8.399029,16.743844,1.073288,34.436451
0.112000,-0.003802,0.002732,0.003130,-0.106786,0.043501,8.391281,16.560594,1.130860,34.589850
0.118000,-0.005378,0.004977,0.004645,-0.092254,0.032847,8.365705,16.916470,0.724874,34.698779
0.120000,-0.001240,0.001107,0.001567,-0.099532,0.030277,8.386819,17.121132,1.437284,34.618802
0.128000,-0.004819,0.004117,0.004179,-0.102624,0.018664,8.373223,17.127943,0.945119,34.695521
0.132000,-0.001745,0.001468,0.001481,-0.131787,0.026682,8.390136,17.173455,1.218060,34.437847
0.134000,-0.001124,0.000643,0.001254,-0.110563,0.037345,8.371612,16.969028,0.884339,34.690701
0.140000,-0.002160,0.002226,0.002506,-0.138991,0.035050,8.381022,17.341242,0.887745,34.456695
0.144000,-0.000851,0.000862,0.000411,-0.111336,0.041494,8.387122,17.112915,0.928626,34.722036
0.148000,-0.001042,0.000750,0.000798,-0.108365,0.036728,8.391040,16.618442,0.816486,34.387958
0.154000,-0.000740,0.000891,0.000800,-0.123052,0.032609,8.387707,16.605074,0.789919,34.362467
0.158000,-0.000203,-0.000211,-0.000181,-0.107805,0.030456,8.390951,17.013338,1.189948,34.491577
0.162000,0.000068,-0.000527,0.000507,-0.118665,0.033215,8.394035,16.853511,0.964501,34.740910
0.166000,0.000233,-0.000400,-0.000516,-0.135937,0.021429,8.370918,16.864075,0.800092,34.646389
0.170000,0.000174,-0.000460,0.000318,-0.139341,0.027609,8.393234,17.009428,1.100231,34.536149
0.174000,0.000446,-0.000563,-0.000078,-0.118848,0.036376,8.396632,17.187311,0.776110,34.536437
0.180000,0.000538,-0.000916,0.000396,-0.102705,0.033718,8.399276,17.011615,0.741293,34.237515
0.184000,0.001512,-0.003742,-0.001379,-0.114947,0.026077,8.379796,17.184780,0.908197,34.341545
0.188000,0.001945,-0.005143,-0.002873,-0.130516,0.025626,8.382160,17.034774,1.193562,34.098768
0.192000,0.002722,-0.006952,-0.003481,-0.107452,0.051800,8.371918,16.765867,0.799026,34.819210
0.196000,0.002968,-0.008455,-0.005040,-0.111289,0.024279,8.390487,17.109742,1.125382,34.317485
0.200000,0.003491,-0.011023,-0.006707,-0.116170,0.016486,8.395023,16.841060,1.064741,34.547631
0.206000,0.007446,-0.018422,-0.011414,-0.120303,0.029698,8.375042,17.164909,0.944092,34.588731
0.210000,0.005499,-0.014996,-0.008779,-0.120308,0.039494,8.383847,17.091627,1.131431,34.689607
0.214000,0.006605,-0.016045,-0.010496,-0.109951,0.039049,8.398946,16.751214,0.550246,34.726028
0.220000,0.010693,-0.027272,-0.016831,-0.115759,0.021011,8.396412,17.295776,0.789165,34.172844
0.222000,0.003834,-0.010062,-0.006196,-0.115320,0.047045,8.389573,17.087345,1.166043,34.876795
0.228000,0.012615,-0.032526,-0.020916,-0.112236,0.039804,8.405249,17.172094,0.918244,34.356164
0.234000,0.012953,-0.033294,-0.022175,-0.089046,0.037437,8.387340,17.079305,0.935480,34.330366
0.238000,0.008902,-0.022139,-0.013146,-0.098319,0.028577,8.389068,17.474769,1.339153,34.743265
0.242000,0.008917,-0.022131,-0.013213,-0.108607,0.040462,8.377403,16.905620,1.162055,34.646099
0.244000,0.004404,-0.011197,-0.006711,-0.123877,0.016730,8.374563,17.169766,1.239112,34.644518
0.250000,0.012354,-0.032585,-0.020833,-0.111483,0.034933,8.405108,17.231453,1.124153,34.585509
0.252000,0.003961,-0.010706,-0.006319,-0.095487,0.028370,8.389212,16.746673,1.018515,34.411973
0.260000,0.014039,-0.035691,-0.023144,-0.109430,0.035612,8.387587,16.848516,1.329915,34.849755
0.264000,0.005714,-0.015662,-0.008866,-0.098652,0.035248,8.396372,17.359030,1.056445,34.775788
0.266000,0.003050,-0.007195,-0.004442,-0.116034,0.038798,8.411710,17.100415,1.047048,34.304439
0.272000,0.007469,-0.019341,-0.011451,-0.101747,0.053308,8.386647,17.177144,1.021399,34.262815
0.276000,0.004856,-0.010385,-0.006281,-0.097836,0.038560,8.384027,17.092148,0.995469,34.859389
0.280000,0.003691,-0.009469,-0.005270,-0.111133,0.043542,8.377216,17.275520,1.013862,34.560373
0.286000,0.003993,-0.009973,-0.005691,-0.096362,0.050217,8.389396,17.113057,0.973475,34.303239
0.290000,0.002111,-0.005375,-0.003022,-0.105715,0.043967,8.382644,17.076105,0.869301,34.270550
0.294000,0.001531,-0.002760,-0.002183,-0.093419,0.021156,8.382374,17.204006,1.088752,34.167047
0.298000,0.001003,-0.001460,-0.000499,-0.122649,0.024543,8.399369,17.082016,1.205340,34.715261
0.300000,0.000404,-0.000837,-0.000133,-0.093776,0.032304,8.370705,17.303336,1.021043,34.348367
0.306000,-0.000259,0.000251,0.000657,-0.132400,0.034047,8.409934,16.896815,1.079831,34.584296
0.312000,0.000643,-0.000616,-0.000235,-0.098403,0.033897,8.390381,17.353620,1.225430,34.485743
0.316000,0.000471,-0.000676,0.000186,-0.118354,0.036525,8.386725,16.865934,0.952057,34.553053
0.320000,0.000349,-0.000188,0.000019,-0.103614,0.047408,8.389177,17.066669,0.902210,34.559939
0.324000,0.000315,-0.000360,0.001386,-0.096072,0.032616,8.394708,17.008505,0.892455,34.571229
0.328000,0.000384,-0.000158,0.003319,-0.086475,0.029798,8.376853,17.028128,1.060264,34.563877
0.332000,0.000309,-0.000066,0.003847,-0.089415,0.037583,8.399768,16.886035,0.920257,34.788257
0.338000,-0.000152,0.000377,0.008786,-0.107223,0.054027,8.387045,16.881603,0.604517,34.152618
0.342000,0.000295,0.000419,0.007292,-0.100240,0.055119,8.382112,17.111020,1.017755,34.488706
0.346000,0.000338,0.000311,0.007595,-0.112255,0.034982,8.390254,17.339273,0.496342,34.587689
0.350000,0.000133,0.000657,0.009145,-0.118535,0.045830,8.380343,17.406071,0.793337,34.438307
0.354000,0.000111,0.000501,0.010806,-0.091427,0.015499,8.377865,16.960128,0.837520,34.448682
0.360000,0.000345,0.001321,0.015912,-0.119825,0.031173,8.388207,17.380028,1.362694,34.446931
0.364000,0.000125,0.000889,0.011649,-0.104794,0.036886,8.384139,17.471914,1.014711,34.849597
0.368000,0.000380,0.000734,0.012336,-0.101005,0.029327,8.392799,17.086813,1.032238,34.582226
0.372000,-0.000048,0.000995,0.012219,-0.096459,0.043239,8.391296,17.717070,1.170057,34.375654
0.376000,0.000399,0.001069,0.012788,-0.100170,0.059727,8.384860,17.291178,0.935414,34.417661
0.382000,-0.000459,0.001845,0.022855,-0.106280,0.031801,8.375408,17.279326,1.009384,34.565841
0.386000,0.000255,0.001425,0.016247,-0.115714,0.030432,8.385024,17.106788,1.067056,34.594170
0.390000,-0.000161,0.001482,0.016922,-0.099986,0.039799,8.378076,16.730747,1.129335,34.323232
0.394000,0.000327,0.001607,0.017995,-0.094389,0.046665,8.384135,16.825866,0.988360,34.528731
0.398000,0.000377,0.001891,0.019235,-0.109993,0.044740,8.387611,16.969900,1.158334,34.254125
0.404000,-0.000476,0.002878,0.032438,-0.118051,0.038529,8.388352,17.024803,0.883138,34.503949
0.408000,0.000563,0.002227,0.022164,-0.112649,0.041097,8.371183,17.156674,0.800084,34.652632
0.412000,-0.000107,0.001899,0.022330,-0.090363,0.051645,8.383206,17.114875,0.628099,34.135913
0.416000,0.000321,0.002411,0.024104,-0.100182,0.015046,8.374168,17.100081,0.948296,34.493513
0.420000,0.000063,0.002430,0.026350,-0.106847,0.028394,8.392876,17.096788,1.032407,34.696199
0.424000,0.000196,0.002017,0.022619,-0.084015,0.027323,8.377357,16.887881,0.761517,34.303158
0.428000,0.000007,0.002239,0.020866,-0.101719,0.055168,8.373508,17.157334,1.225605,34.430872
0.434000,-0.000640,0.003781,0.036063,-0.101721,0.057215,8.369215,16.619274,0.654797,34.353772
0.438000,-0.000044,0.001917,0.019082,-0.117100,0.034732,8.380527,16.993546,0.902974,34.521857
0.442000,-0.000220,0.001846,0.016185,-0.096239,0.041346,8.367983,17.040688,1.182559,34.384343
