ts_ms,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,mx,my,mz
1,-0.434572,0.562235,0.743757,-24.563591,-10.428223,310.864899,-0.432358,0.222924,0.979388,-49.627296,-33.92878,293.781616,6,-2.2,1.7717
1,0.441405,-0.48464,-0.33327,-70.996094,-30.661377,294.84317,0.291153,-0.098975,-0.053083,-93.343727,-37.392525,282.627441,10.8,-2.6001,-0.7595
1,0.229979,-0.231954,-0.759295,-25.189201,13.161865,318.814728,0.113663,-0.104224,-0.884992,24.591455,12.168024,320.408203,4,-1.8,3.2905
1,0.167845,-0.114401,-0.368304,30.764778,43.053833,319.226715,0.09877,0.060571,0.129046,44.153221,18.546198,327.900269,7.2,-1.4001,2.7844
1,-0.452516,0.570902,0.773298,-28.317253,-10.275635,317.121002,-0.343735,0.178735,0.873675,-70.028297,-19.143011,303.699829,7.2,-1.8,0.2532
1,0.136351,-0.118795,0.263288,-108.273315,-28.631958,295.041534,0.33815,-0.142432,-0.247541,-83.410255,-39.803413,295.338013,7.6001,-4.6001,0.7593
1,0.151366,-0.151266,-0.733905,22.525032,13.848511,326.993439,0.129044,-0.081519,-0.758894,30.618677,31.592463,328.144409,4,-1.8,4.303
1,0.15161,-0.080465,-0.136126,50.40284,31.12146,333.722565,0.049698,0.086572,0.309222,43.939598,26.633356,336.475708,8,-2.2,3.7969
1,-0.409792,0.506205,0.708966,-42.935173,-32.583984,314.298126,-0.25499,0.144311,0.756609,-84.829323,-25.597479,307.102539,4.8,-5.4001,1.7717
1,0.275145,-0.285543,0.066755,-81.692505,-41.739258,302.792999,0.382095,-0.174415,-0.39842,-87.896339,-22.255804,304.844238,10,-3.8,-0.2532
1,0.142332,-0.112936,-0.640887,9.17359,36.278931,336.194489,0.151016,-0.059913,-0.660993,43.970116,20.941828,335.987427,4.3999,-1.4001,4.8093
1,0.09033,0.003397,0.071149,56.521614,35.989014,341.504547,-0.001938,0.109399,0.430437,39.239891,35.819145,343.876221,6.8,-2.2,3.7969
1,-0.350954,0.496439,0.691266,-1.171869,15.61853,345.029327,-0.167587,0.115136,0.656267,-83.150856,-38.308052,310.840942,5.2,-3.4001,2.2781
1,0.364256,-0.394552,-0.115618,-83.203125,-30.905518,309.293243,0.407974,-0.193214,-0.510603,-86.874001,-29.107,315.082886,9.6001,-4.6001,-0.2532
1,0.327025,-0.327536,-0.713397,-13.699335,-7.4375,334.317657,0.161148,-0.039405,-0.559431,45.17556,25.519464,342.823364,4.8,-2.6001,4.303
1,0.01013,0.099344,0.242902,54.125984,35.393921,345.960114,-0.043686,0.136498,0.541277,44.839867,19.858454,350.727417,7.6001,-3,3.7969
1,-0.432375,0.581034,0.758893,24.325569,-9.283813,341.519806,-0.082748,0.083642,0.548846,-84.6157,-24.788763,313.953735,5.2,-3.8,2.7844
1,0.416868,-0.453756,-0.286273,-97.531128,-20.16333,323.636505,0.425674,-0.209571,-0.622785,-81.914894,-32.143501,323.734619,9.2,-5.4001,0.7593
1,0.245238,-0.240744,-0.752703,-16.735832,17.327515,343.915436,0.163834,-0.020118,-0.458967,39.545067,40.732475,349.705078,4,-1,4.303
1,-0.085573,0.203714,0.385968,32.809456,26.406494,360.715363,-0.094467,0.161279,0.643938,50.073631,28.327082,355.259277,6,-3.4001,5.3157
1,-0.473757,0.618143,0.785627,-37.152092,-0.494751,347.669098,0.002945,0.056054,0.446062,-90.108864,-25.307562,320.95752,4.8,-3.8,2.7844
1,0.053099,-0.008566,0.37071,-68.280029,-35.437378,320.111725,0.430679,-0.215308,-0.718,-84.081642,-15.084173,332.111694,9.2,-5.8,-1.772
1,0.173582,-0.153707,-0.738909,-4.452509,25.277344,352.93338,0.168106,-0.140601,-1.064558,-18.835058,8.734797,354.496338,5.2,-3,3.7969
1,0.164549,-0.087545,-0.240252,68.759155,43.664185,353.69632,-0.146591,0.188012,0.73012,33.090599,33.36248,363.727905,4.8,-3,3.7969
1,-0.462648,0.590799,0.763166,-34.191887,-23.474487,344.632599,-0.533432,0.301049,1.147234,-24.404516,-1.244452,348.606445,5.2,-3.4001,1.2656
1,0.200194,-0.171408,0.220197,-95.959473,-26.510986,323.728058,0.430557,-0.217139,-0.804304,-75.353615,-23.369696,340.565063,8.8,-4.6001,1.7717
1,0.125731,-0.094992,-0.697894,24.630745,24.743286,360.62381,0.130753,-0.126807,-1.029035,-5.666723,18.408869,358.417847,3.6001,-3.8,4.8093
1,0.122557,-0.031149,-0.071795,37.387093,40.139404,364.02652,-0.19725,0.213036,0.810076,40.124901,13.754938,365.772583,4.8,-3,2.7844
1,-0.386598,0.492411,0.697126,-31.719963,-19.400391,341.489288,-0.528183,0.289941,1.121355,-36.916725,-8.904364,348.728516,4.3999,-4.6001,2.7844
1,0.302366,-0.294088,0.048322,-81.051636,-38.000854,330.991241,0.422623,-0.213966,-0.880476,-58.217995,-25.063421,342.884399,10.3999,-5.4001,-0.2532
1,0.130858,-0.084738,-0.622576,38.546761,30.389038,357.388947,0.112564,-0.111182,-0.990949,10.309229,7.208917,360.035278,4,-3.4001,4.303
1,0.064574,0.039286,0.10069,77.746582,32.067505,364.285919,-0.242538,0.240258,0.880388,23.52334,19.354914,369.892456,6.3999,-6.6001,0.2532
1,-0.374391,0.534037,0.707135,9.29566,4.891602,364.697906,-0.504623,0.275414,1.07326,-49.612038,-30.465033,352.024414,4.3999,-5,2.2781
1,0.382078,-0.384176,-0.130511,-67.471313,-28.906616,335.111115,0.414566,-0.208106,-0.950788,-51.183693,-6.905463,348.286011,8.3999,-5.8,-0.7595
1,0.310911,-0.288595,-0.720111,-25.891106,9.240356,361.722443,0.107071,-0.093238,-0.948103,30.252466,21.231745,361.14917,3.2,-4.2,4.303
1,-0.013063,0.128763,0.244855,48.541267,37.362305,370.908234,-0.286728,0.266747,0.936541,9.927759,12.824152,376.407959,8.3999,-6.2,0.7593
1,-0.445558,0.606058,0.746808,6.503302,-0.464233,368.268463,-0.461655,0.259301,1.009417,-63.741676,-22.118475,354.572632,4.3999,-5,3.2905
1,0.435057,-0.440573,-0.304705,-90.847778,-21.078857,347.211334,0.404312,-0.195899,-1.021345,-44.271461,-14.74848,360.660889,8.3999,-6.6001,0.2532
1,0.238768,-0.20278,-0.745745,1.48316,9.850708,369.229767,0.110977,-0.075782,-0.902326,28.070459,28.662775,372.806885,3.6001,-4.6001,1.7717
1,-0.105226,0.241922,0.380231,43.231209,32.693115,380.444977,-0.33641,0.290307,0.99428,8.050928,-1.427557,384.571411,8.8,-4.2,0.2532
1,-0.474001,0.628885,0.75755,-4.452509,-9.238037,365.613434,-0.401718,0.237573,0.934344,-72.225563,-32.296089,360.996582,4,-7.8,0.7593
1,0.093626,-0.033834,0.329938,-55.615227,-37.68042,345.365021,0.366715,-0.182593,-1.07237,-37.420265,-9.041693,371.662476,8.8,-7.8,0.7593
1,0.166136,-0.118673,-0.751239,-2.636713,31.090942,379.621002,0.108414,-0.05918,-0.839216,36.829002,19.064997,381.138184,3.6001,-4.2,4.303
1,0.163328,-0.0613,-0.2289,67.675781,42.245117,381.146881,0.074356,0.103539,0.197527,61.761864,35.498711,384.739258,9.6001,-4.6001,3.7969
1,-0.452272,0.600565,0.740461,-57.049553,-6.094727,376.24881,-0.342148,0.214379,0.854998,-60.125343,-31.227972,361.042358,4,-6.2,2.7844
1,0.22473,-0.170553,0.179181,-95.059204,-22.375854,352.42984,0.347549,-0.113258,-0.278913,-91.16172,-34.401802,356.296875,7.2,-7,0.7593
1,0.120848,-0.062765,-0.709979,15.536505,22.057739,386.07547,0.107315,-0.03379,-0.75572,38.187035,25.488947,385.761597,4.8,-5.8,2.2781
1,0.104857,0.01243,-0.044085,46.801765,37.453857,385.938141,0.021866,0.133569,0.332415,58.832176,19.614313,390.568115,8.3999,-6.6001,1.2656
1,-0.302126,0.474222,0.646711,38.638313,3.548828,386.105988,-0.245712,0.177392,0.719012,-74.728004,-22.515203,360.035278,3.2,-8.2,1.2656
1,0.314696,-0.280783,-0.036273,-93.395996,-26.694092,357.34317,0.361588,-0.138648,-0.451643,-83.196632,-34.615425,357.807495,6.8,-6.2,0.7593
1,0.32617,-0.290426,-0.713641,-32.711784,13.451782,373.502228,0.10231,-0.007423,-0.588484,33.899315,39.145561,380.085327,4,-6.2,2.7844
1,-0.012453,0.14036,0.173078,59.786995,26.055542,386.258575,-0.066025,0.170068,0.517962,60.739525,31.561945,380.80249,8,-9.4001,0.7593
1,-0.407839,0.588968,0.727277,-14.355463,8.004395,380.03299,-0.078598,0.122338,0.539568,-80.099098,-41.588692,353.016235,4.3999,-7,-0.2532
1,0.421141,-0.395773,-0.236834,-64.022827,-22.009644,356.824371,0.42189,-0.16648,-0.614973,-85.74485,-24.132635,360.813477,6.8,-8.2,3.2905
1,0.228026,-0.167746,-0.723895,-30.209343,11.635986,380.261871,0.095596,0.026635,-0.437605,46.18264,26.282404,380.482056,3.6001,-7.4001,2.2781
1,-0.12964,0.27305,0.333112,68.148804,23.263184,378.034088,-0.142319,0.197534,0.627581,42.917259,27.747248,381.885864,8.3999,-9,1.2656
1,-0.472292,0.641337,0.724103,4.855352,-16.867432,365.369293,0.022842,0.081078,0.395159,-72.973244,-41.115669,341.160156,4.3999,-9.4001,1.7717
1,0.075926,0.005472,0.359235,-80.410767,-30.875,340.817902,0.454727,-0.178809,-0.722273,-71.447365,-32.174019,356.251099,7.2,-7.4001,1.2656
1,0.151732,-0.07424,-0.688739,23.074348,23.919312,377.362701,0.148941,-0.089088,-1.01927,-8.535376,13.297174,377.369263,2.8,-7.4001,2.2781
1,0.10095,0.020243,-0.239276,45.886238,41.512695,378.461334,-0.195908,0.22207,0.717913,41.437157,10.947321,377.064087,7.6001,-9,-0.7595
1,-0.46863,0.611185,0.674787,-45.651237,-25.610718,358.808014,-0.544052,0.316552,1.073015,-34.368507,-13.817694,362.202026,2.8,-7,3.7969
1,0.221068,-0.164572,0.197004,-81.478882,-49.2771,339.292023,0.459488,-0.181983,-0.812727,-53.594582,-23.415472,349.903442,7.6001,-9,2.2781
1,0.112059,-0.018087,-0.630755,23.654182,36.111084,369.290802,0.125504,-0.070045,-0.97862,10.431299,6.705377,370.746948,2.3999,-7.8,3.7969
1,0.072386,0.062113,-0.063983,79.837036,39.742676,370.267365,-0.242783,0.247216,0.794817,26.025782,26.862238,373.829224,6.8,-8.2,-1.772
1,-0.400636,0.513529,0.600324,-58.804314,-21.857056,345.197174,-0.544174,0.306298,1.040056,-37.7407,-22.332098,353.916504,0,-6.6001,5.3157
1,0.320799,-0.286276,0.022687,-68.753052,-30.585083,331.937286,0.450699,-0.180762,-0.892317,-54.098122,-16.274359,349.125244,7.2,-8.2,4.303
1,0.116453,-0.007589,-0.554217,20.693977,35.042969,369.199249,0.115128,-0.055274,-0.941999,20.62417,19.553278,365.55896,3.2,-7.8,3.7969
1,0.029295,0.117045,0.10069,36.868294,42.077271,370.053741,-0.270737,0.270776,0.856707,10.538111,16.974543,373.447754,7.6001,-9.8,-0.7595
1,-0.393923,0.565165,0.62132,2.169806,1.168457,368.726227,-0.511948,0.289208,0.988787,-60.110085,-15.969183,352.650024,0,-6.6001,3.2905
1,0.395994,-0.369772,-0.149798,-92.495728,-33.27063,337.201569,0.43483,-0.173926,-0.964948,-39.63279,-24.712469,351.06311,6.3999,-9.4001,1.7717
1,0.32263,-0.24172,-0.660052,-13.531488,4.418579,358.197662,0.096573,-0.037452,-0.893415,25.613794,25.534723,365.208008,2,-9.4001,1.7717
1,-0.049196,0.198954,0.245588,41.568001,36.15686,371.198151,-0.313217,0.293847,0.915301,13.940821,4.111383,370.136597,6.3999,-10.2,-1.2656
1,-0.464113,0.629984,0.660505,-7.107538,-1.440796,358.808014,-0.474838,0.271264,0.93117,-67.556374,-32.631783,348.911621,0.8,-6.6001,4.303
1,0.43286,-0.409811,-0.315448,-57.995598,-26.175293,342.420074,0.404312,-0.157813,-1.010114,-33.681862,-8.477118,353.779175,4.3999,-8.6001,4.8093
1,0.231566,-0.135275,-0.675799,-1.91955,26.437012,363.706085,0.088394,-0.016822,-0.830427,34.433372,20.041559,366.886475,2.8,-7.4001,0.2532
1,-0.126955,0.294169,0.38548,51.394661,28.161255,370.404694,-0.34642,0.317651,0.974627,-1.623144,22.528742,369.144775,6,-10.2,-1.2656
1,-0.480837,0.641825,0.684919,-51.083366,-1.593384,359.403107,-0.40831,0.250634,0.86513,-66.106789,-31.533148,344.745972,1.2,-8.2,4.303
1,0.085814,-0.016134,0.259992,-99.606323,-25.168213,331.76944,0.370987,-0.14463,-1.052229,-36.275856,-1.793768,358.097412,4.3999,-8.2,3.2905
1,0.162718,-0.052755,-0.659198,17.169197,15.206543,366.788361,0.100845,-0.001685,-0.769392,37.530907,34.049126,366.016724,2.3999,-8.2,1.2656
1,0.147337,0.011332,-0.152484,36.746223,44.717041,367.352936,0.06337,0.151635,0.240008,62.097557,29.303644,367.512085,7.2,-10.6001,1.2656
1,-0.46155,0.60203,0.648786,-11.608881,-13.830933,349.02713,-0.34935,0.226342,0.784685,-65.221779,-20.089056,340.656616,0,-7.8,3.7969
1,0.216795,-0.165792,0.103742,-73.910522,-24.893555,334.897491,0.346817,-0.0969,-0.325788,-80.617897,-35.210518,336.155273,3.2,-7,3.7969
1,0.121702,-0.001242,-0.620745,50.128181,34.920898,363.858673,0.106583,0.016992,-0.699323,36.35598,32.050224,368.030884,1.2,-10.2,3.7969
1,0.102537,0.063212,0.001081,77.563477,45.327393,368.756744,0.023575,0.173119,0.347918,55.688866,41.800591,369.129517,6,-10.6001,1.2656
1,-0.371584,0.497049,0.583722,-66.418457,-9.268555,345.578644,-0.279404,0.197411,0.696184,-68.243019,-34.264473,340.458252,-1.6001,-8.6001,4.8093
1,0.317015,-0.276754,-0.059588,-65.335083,-29.501709,334.91275,0.373428,-0.118873,-0.438947,-84.768288,-27.581121,338.962891,3.2,-9,5.3157
1,0.369261,-0.293478,-0.665911,-28.500359,-1.745972,359.11319,0.119766,0.037499,-0.613264,41.26931,23.230646,367.527344,1.2,-8.6001,4.8093
1,0.035521,0.141703,0.168683,60.092171,41.680542,367.215607,-0.014877,0.195825,0.452654,46.670921,34.888359,371.296265,6.8,-11.4001,0.2532
1,-0.396364,0.59556,0.667341,25.57679,8.172241,365.781281,-0.199448,0.170068,0.593767,-65.557472,-22.393133,334.568359,-0.3999,-7,4.8093
1,0.380247,-0.352316,-0.235736,-79.754639,-14.914307,338.010284,0.391373,-0.13816,-0.555525,-75.002663,-33.959297,338.993408,-0.3999,-7,4.8093
1,0.285155,-0.192892,-0.713763,-0.744623,12.643066,359.86087,0.12587,0.058007,-0.530012,39.49929,37.848564,364.124634,1.6001,-9.8,3.2905
1,-0.057497,0.241922,0.313703,23.669441,40.688721,369.82486,-0.062973,0.224511,0.556658,46.991356,27.030085,368.442871,5.6001,-11,-1.2656
1,-0.462282,0.65391,0.713971,-28.408806,3.487793,360.837433,-0.101059,0.129418,0.462908,-83.593361,-19.570257,333.851196,0.3999,-8.6001,1.7717
1,-0.045778,0.135355,0.342267,-76.779175,-33.346924,335.874054,0.404068,-0.157325,-0.706159,-68.639748,-20.592596,338.611938,5.2,-10.2,-0.2532
1,0.198851,-0.090719,-0.721453,-6.802362,24.987427,357.892487,0.195084,-0.074561,-1.083357,-1.363745,1.868341,359.226562,0.8,-10.2,1.7717
1,0.142699,0.029154,-0.234271,59.878548,39.254395,359.387848,-0.143173,0.264672,0.720354,28.772364,40.320488,367.57312,5.6001,-11.4001,0.2532
1,-0.472048,0.645365,0.703717,-45.269768,-6.735596,349.79007,-0.52623,0.357568,1.105852,-30.797949,-2.159979,353.687622,0.3999,-11,1.7717
1,0.152952,-0.084982,0.147931,-80.807495,-21.67395,326.398346,0.415543,-0.163795,-0.850446,-64.474098,-13.283636,339.10022,4.8,-10.2,0.7593
1,0.129149,-0.009664,-0.666034,19.519051,32.357422,359.891388,0.142227,-0.048804,-1.043318,12.857447,22.17779,355.594971,1.6001,-9.8,0.2532
1,0.114622,0.068583,-0.036273,45.153816,53.231445,358.533356,-0.199326,0.288964,0.811663,16.946802,26.175592,366.627075,4.8,-11,0.7593
1,-0.408449,0.556864,0.638654,-58.605949,-19.736084,342.755768,-0.532944,0.34707,1.074114,-57.348244,1.731012,349.720337,-0.3999,-10.6001,2.2781
1,0.279906,-0.233908,-0.023455,-107.373047,-32.080444,327.695343,0.417862,-0.166114,-0.933698,-50.863258,-24.376776,338.09314,4.3999,-11,-0.2532
1,0.110472,0.02598,-0.586322,43.276985,32.845703,353.070709,0.106216,-0.034888,-0.993269,14.902124,25.305841,353.321411,0.3999,-10.2,1.7717
1,0.045531,0.142923,0.137677,49.807747,42.550293,356.778595,-0.25145,0.309716,0.887957,12.18606,23.68841,360.813477,4.8,-11,0.7593
1,-0.379274,0.597635,0.696393,1.147467,18.01416,352.323029,-0.516342,0.333642,1.038347,-67.312233,-13.604071,342.274048,-0.8,-9.4001,1.7717
1,0.359617,-0.326315,-0.188006,-67.913818,-23.047241,323.667023,0.40773,-0.159278,-0.988386,-43.66111,-2.999213,333.30188,3.6001,-12.2,2.2781
1,0.302855,-0.218527,-0.728534,-34.878532,17.327515,346.219513,0.087051,-0.02024,-0.934797,33.411034,21.124933,346.226074,0,-12.2,0.2532
1,-0.040773,0.230326,0.287214,56.216438,40.032593,349.561188,-0.299179,0.327416,0.94948,4.587183,31.210993,352.039673,4.8,-11.8,-1.2656
1,-0.457887,0.666361,0.736554,-24.151604,10.827271,345.487091,-0.479843,0.305566,0.980608,-70.62339,-16.442205,330.768921,-0.3999,-9.8,3.2905
1,0.410765,-0.378195,-0.352923,-74.902344,-19.27832,317.746613,0.388321,-0.149512,-1.043684,-47.353737,0.769708,332.859375,3.6001,-10.2,0.7593
1,0.222044,-0.122579,-0.737689,3.588873,10.659424,340.985748,0.079971,-0.006934,-0.876203,26.498804,45.111748,343.143799,0,-10.6001,1.2656
1,-0.131593,0.326883,0.421613,35.464485,39.147583,343.350861,-0.350693,0.34829,1.006731,2.038965,15.769098,345.554688,2.3999,-13.8,0.2532
1,-0.494509,0.690531,0.744733,-2.66723,-2.829346,329.434845,-0.431747,0.284448,0.912859,-75.719826,-12.642767,320.209839,-1.6001,-10.2,2.7844
1,0.054075,0.030741,0.272199,-73.696899,-25.152954,307.630035,0.355118,-0.139258,-1.085066,-40.822975,-7.454779,330.723145,2.8,-11.4001,0.2532
1,0.149046,-0.044821,-0.72536,20.40406,32.479492,335.248444,0.082291,0.005273,-0.81175,25.491724,33.515068,340.397217,-2.3999,-11,-1.2656
1,0.129149,0.037699,-0.18117,76.068115,43.206421,337.43045,0.048111,0.169213,0.232683,54.773338,48.74334,339.145996,3.2,-15,-1.2656
1,-0.477785,0.647562,0.700055,-79.876709,-5.270752,322.797272,-0.366074,0.258935,0.831927,-59.774391,-31.914618,307.545044,-2.3999,-11.8,1.7717
1,0.197142,-0.134542,0.115094,-88.787842,-30.066284,300.0159,0.333878,-0.080787,-0.306745,-95.342628,-30.403997,303.837158,2.3999,-10.2,1.7717
1,0.115111,-0.000509,-0.664447,5.297857,35.729614,335.401031,0.101822,0.020287,-0.734968,37.103661,29.257868,335.071899,-0.8,-12.6001,1.7717
1,0.09033,0.083109,-0.001727,51.730354,47.600952,333.264801,0.016006,0.186303,0.344744,55.00222,35.910698,337.20813,0.3999,-12.2,1.2656
1,-0.388185,0.534037,0.62132,-42.019646,-25.931152,312.467072,-0.287338,0.228539,0.736346,-62.932961,-21.355536,301.395752,-1.6001,-9.4001,1.7717
1,0.311278,-0.268331,-0.052264,-95.013428,-26.175293,301.831696,0.377579,-0.104224,-0.425153,-84.722511,-40.764717,302.448608,1.6001,-11.4001,-0.7595
1,0.372557,-0.307638,-0.69765,-28.240959,1.244751,322.827789,0.113663,0.038232,-0.648054,29.291162,46.164604,333.729126,0,-10.6001,1.2656
1,0.021361,0.161234,0.162214,30.444344,41.222778,338.254425,-0.024155,0.206323,0.447283,54.437645,37.879082,334.705688,2,-13.4001,0.7593
1,-0.406252,0.621805,0.695417,-21.328728,21.981445,331.952545,-0.201889,0.19436,0.630022,-78.573219,-20.623114,300.007202,-0.8,-11.4001,1.2656
1,0.391722,-0.358175,-0.218646,-80.899048,-27.930054,304.517242,0.407974,-0.125587,-0.540266,-81.441872,-22.377874,302.494385,1.6001,-12.2,-0.7595
1,0.301146,-0.212423,-0.722552,-38.571159,12.109009,326.077911,0.121475,0.053002,-0.560285,45.160301,30.173395,330.921509,-1.2,-12.6001,-0.2532
1,-0.068605,0.257181,0.302472,65.188599,37.697998,332.684967,-0.072128,0.224023,0.540667,36.401756,44.150444,336.262085,1.2,-12.2,0.2532
1,-0.47632,0.681009,0.721174,-10.159296,3.182617,325.101349,-0.114365,0.158349,0.51845,-82.159035,-29.305365,297.13855,-2.8,-11.8,1.7717
1,0.432493,-0.403707,-0.377703,-58.544914,-14.212402,305.463287,0.428116,-0.144141,-0.648054,-80.20591,-18.807318,304.279663,1.6001,-13,-1.772
1,0.215452,-0.11379,-0.720477,7.144171,22.484985,329.709503,0.128677,0.073632,-0.457258,48.349388,37.589165,328.358032,-2,-12.6001,0.7593
1,-0.161623,0.353129,0.425153,37.753304,35.683838,333.920929,-0.12059,0.245385,0.632952,25.964746,30.6159,337.192871,1.6001,-11.4001,1.2656
1,-0.501711,0.681864,0.707624,-27.706902,-8.551392,322.400543,-0.032455,0.126122,0.407244,-92.626564,-28.557684,295.719482,-2,-11,0.7593
1,0.099486,-0.025412,0.228498,-100.689697,-33.240112,299.237701,0.434097,-0.153297,-0.746443,-65.649025,-30.449774,304.813721,2,-13,1.2656
